Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Will,4,C. Wentz QB - PHI ,21.42,N. Mullens QB - SF IR ,6.00,E. Elliott RB - DAL ,16.50,A. Jones RB - GB Q ,19.60,C. Ridley WR - ATL ,0.00,D. Metcalf WR - SEA ,12.60,R. Gronkowski TE - TB ,3.40,M. Evans WR - TB ,21.70,H. Butker K - KC ,7.50,Patriots DEF ,6.00,J. Cook TE - NO ,0.00,T. Hilton WR - IND ,4.40,J. Garoppolo QB - SF IR ,0.00,J. Howard RB ,0.40,L. Fournette RB - TB ,0.00,D. Slayton WR - NYG ,6.30,W. Lutz K - NO ,5.00,C. Newton QB - NE ,0.00,-,-,-,-,114.72,Tilly,145.78
Dannye Van,2,R. Fitzpatrick QB - MIA ,21.30,J. Allen QB - BUF ,25.42,D. Cook RB - MIN ,27.60,J. Jacobs RB - LV ,8.80,T. Hill WR - KC ,14.40,M. Brown WR - BAL ,10.60,N. Fant TE - DEN ,6.00,J. Robinson RB - JAX Q ,12.70,G. Zuerlein K - DAL ,2.00,Colts DEF ,8.00,B. Roethlisberger QB - PIT ,0.00,D. Johnson RB - HOU ,10.20,M. Davis RB - CAR Q ,19.60,M. Thomas WR - NO Q ,0.00,D. Chark WR - JAX Q ,25.50,T. Hockenson TE - DET ,9.90,D. Johnson WR - PIT ,0.00,J. Jefferson WR - MIN ,12.30,-,-,-,-,136.82,Quinten,160.20
Tilly,5,T. Brady QB - TB ,32.46,L. Jackson QB - BAL Q ,25.02,M. Gaskin RB - MIA ,7.70,A. Gibson RB - WAS ,20.80,D. Hopkins WR - ARI ,7.60,T. Boyd WR - CIN ,12.90,T. Kelce TE - KC ,8.50,T. McLaurin WR - WAS ,16.80,R. Blankenship K - IND ,13.00,Raiders DEF ,1.00,T. Gurley RB - ATL ,18.80,R. Anderson WR - CAR ,13.90,J. Conner RB - PIT ,0.00,C. Godwin WR - TB ,0.00,H. Hurst TE - ATL ,7.10,G. Minshew QB - JAX ,20.94,J. Dobbins RB - BAL ,2.20,J. Jeudy WR - DEN ,13.10,-,-,-,-,145.78,Will,114.72
LeMar,8,M. Ryan QB - ATL ,12.40,D. Brees QB - NO ,15.54,J. White RB - NE ,9.40,K. Drake RB - ARI ,3.50,R. Woods WR - LA ,6.80,D. Adams WR - GB ,0.00,T. Higbee TE - LA ,3.50,K. Allen WR - LAC ,10.20,J. Elliott K - PHI ,5.00,49ers DEF ,8.00,A. Green WR - CIN ,0.80,M. Jones WR - DET ,1.40,J. Landry WR - CLE ,12.78,D. Waller TE - LV ,11.30,D. Henry RB - TEN ,0.00,E. Engram TE - NYG ,6.50,T. Cohen RB - CHI IR ,0.00,S. Barkley RB - NYG IR ,0.00,-,-,-,-,74.34,the old man,164.38
Quinten,3,A. Rodgers QB - GB ,29.58,K. Murray QB - ARI Q ,23.12,M. Sanders RB - PHI Q ,8.60,D. Singletary RB - BUF ,16.20,A. Robinson WR - CHI ,19.60,C. Kupp WR - LA Q ,15.20,Z. Ertz TE - PHI ,4.90,C. Carson RB - SEA ,23.50,J. Tucker K - BAL ,7.00,Rams DEF ,12.50,P. Rivers QB - IND ,11.20,R. Burkhead RB - NE IR ,5.50,O. Beckham WR - CLE IR ,35.90,R. Mostert RB - SF IR ,0.00,J. Goff QB - LA ,11.70,M. Alie-Cox TE - IND ,7.80,M. Gallup WR - DAL ,3.90,Steelers DEF ,0.00,-,-,-,-,160.20,Dannye Van,136.82
bob,7,D. Prescott QB - DAL IR ,37.28,J. Burrow QB - CIN IR ,15.10,N. Chubb RB - CLE ,4.30,D. Henderson RB - LA IR ,4.20,A. Thielen WR - MIN ,22.20,S. Diggs WR - BUF ,14.50,H. Henry TE - LAC ,4.90,D. Parker WR - MIA ,16.00,M. Crosby K - GB ,5.50,Buccaneers DEF ,7.00,J. Graham TE - CHI ,5.30,M. Ingram RB - BAL ,10.20,K. Golladay WR - DET Q ,14.20,D. Watson QB - HOU ,20.90,J. Smith-Schuster WR - PIT ,0.00,N. Hines RB - IND ,4.70,D. Montgomery RB - CHI ,9.20,J. Kelley RB - LAC ,2.80,L. Bell RB - KC ,0.00,C. McCaffrey RB - CAR Q ,0.00,130.98,Jeff,161.84
the old man,6,D. Carr QB - LV ,20.44,P. Mahomes QB - KC Q ,20.24,J. Taylor RB - IND ,8.40,C. Edwards-Helaire RB - KC ,10.60,A. Cooper WR - DAL Q ,27.40,W. Fuller WR - HOU ,19.80,G. Kittle TE - SF ,32.60,A. Ekeler RB - LAC Q ,1.90,R. Bullock K - CIN ,15.00,Ravens DEF ,8.00,N. Foles QB - CHI ,11.86,S. Watkins WR - KC ,4.30,J. Brown WR - BUF ,6.20,K. Hunt RB - CLE ,19.10,J. Smith TE - TEN ,0.00,D. Moore WR - CAR ,6.90,C. Lamb WR - DAL ,22.70,Chiefs DEF ,21.00,P. Campbell WR - IND IR ,0.00,-,-,164.38,LeMar,74.34
Jeff,1,M. Stafford QB - DET ,22.34,R. Wilson QB - SEA ,20.90,J. Mixon RB - CIN IR ,39.10,A. Kamara RB - NO ,19.40,J. Jones WR - ATL Q ,5.20,T. Lockett WR - SEA ,4.90,M. Andrews TE - BAL ,19.20,M. Gordon RB - DEN ,24.80,R. Gould K - SF ,2.00,Bears DEF ,4.00,J. Edelman WR - NE IR ,5.00,R. Tannehill QB - TEN ,0.00,B. Cooks WR - HOU ,0.00,D. Freeman RB ,8.80,P. Lindsay RB - DEN IR ,0.00,M. Gesicki TE - MIA ,2.00,A. Brown WR - TEN Q ,0.00,Bills DEF ,7.50,-,-,-,-,161.84,bob,130.98
