Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Will,8,C. Newton QB - NE ,24.56,P. Rivers QB - IND ,7.08,E. Elliott RB - DAL ,7.90,L. Fournette RB - TB ,7.10,D. Metcalf WR - SEA ,20.30,D. Slayton WR - NYG ,1.30,J. Cook TE - NO ,2.00,M. Evans WR - TB ,8.40,H. Butker K - KC ,10.50,Patriots DEF ,4.00,R. Gronkowski TE - TB ,0.70,T. Hilton WR - IND ,0.00,L. Murray RB - NO Q ,5.20,E. Ebron TE - PIT Q ,9.70,C. Wentz QB - PHI ,0.00,A. Jones RB - GB Q ,10.40,C. Ridley WR - ATL ,0.00,G. Minshew QB - JAX ,0.00,-,-,-,-,93.14,LeMar,146.34
Dannye Van,3,B. Roethlisberger QB - PIT ,25.04,J. Allen QB - BUF ,36.00,D. Cook RB - MIN ,38.20,C. Edmonds RB - ARI ,10.30,T. Hill WR - KC ,28.60,M. Brown WR - BAL ,5.30,N. Fant TE - DEN ,6.00,J. Robinson RB - JAX Q ,15.90,R. Succop K - TB ,3.00,Football Team DEF ,6.50,T. Burton TE - IND ,1.10,M. Davis RB - CAR Q ,6.20,M. Thomas WR - NO Q ,7.60,K. Golladay WR - DET Q ,0.00,J. Jackson RB - LAC ,0.00,J. Jacobs RB - LV ,13.30,T. Higgins WR - CIN Q ,0.00,Buccaneers DEF ,2.00,J. Williams RB - GB ,0.00,G. Kittle TE - SF ,0.00,174.84,bob,133.54
Tilly,5,L. Jackson QB - BAL Q ,18.60,J. Herbert QB - LAC ,23.44,T. Gurley RB - ATL ,12.50,J. Conner RB - PIT ,3.00,D. Hopkins WR - ARI ,4.50,T. McLaurin WR - WAS ,21.00,T. Kelce TE - KC ,20.90,R. Anderson WR - CAR ,10.80,R. Blankenship K - IND ,4.00,Packers DEF ,8.00,T. Brady QB - TB ,2.36,T. Boyd WR - CIN ,0.00,C. Godwin WR - TB ,5.60,N. Hines RB - IND ,4.80,J. Dobbins RB - BAL ,4.50,J. Jeudy WR - DEN ,22.00,H. Ruggs WR - LV Q ,1.00,M. Crosby K - GB ,12.00,M. Gaskin RB - MIA ,0.00,-,-,126.74,the old man,129.38
LeMar,6,M. Ryan QB - ATL ,22.36,D. Brees QB - NO ,22.68,J. White RB - NE ,4.40,D. Henry RB - TEN ,6.80,K. Allen WR - LAC ,20.80,D. Adams WR - GB ,28.30,D. Waller TE - LV ,10.70,M. Jones WR - DET ,11.80,D. Bailey K - MIN ,3.50,Giants DEF ,15.00,A. Green WR - CIN ,0.00,R. Woods WR - LA ,0.00,J. Landry WR - CLE ,0.00,K. Drake RB - ARI ,0.00,T. Higbee TE - LA ,0.00,E. Engram TE - NYG ,13.30,J. Elliott K - PHI ,0.00,Eagles DEF ,0.00,T. Cohen RB - CHI IR ,0.00,S. Barkley RB - NYG IR ,0.00,146.34,Will,93.14
Quinten,2,A. Rodgers QB - GB ,28.90,K. Murray QB - ARI Q ,37.92,D. Singletary RB - BUF ,4.90,D. Dallas RB - SEA ,10.90,A. Robinson WR - CHI ,11.60,M. Gallup WR - DAL ,5.10,H. Henry TE - LAC ,5.30,B. Cooks WR - HOU ,15.80,J. Tucker K - BAL ,6.00,Steelers DEF ,9.00,R. Burkhead RB - NE IR ,14.20,J. Goff QB - LA ,0.00,C. Kupp WR - LA Q ,0.00,C. Carson RB - SEA ,0.00,B. Scott RB - PHI ,0.00,D. Henderson RB - LA IR ,0.00,M. Sanders RB - PHI Q ,0.00,B. Aiyuk WR - SF Q ,0.00,O. Beckham WR - CLE IR ,0.00,R. Mostert RB - SF IR ,0.00,135.42,Jeff,114.02
bob,7,K. Cousins QB - MIN ,20.80,D. Watson QB - HOU ,24.24,C. McCaffrey RB - CAR Q ,32.10,D. Swift RB - DET ,11.20,A. Thielen WR - MIN ,4.80,S. Diggs WR - BUF ,16.30,R. Tonyan TE - GB ,1.00,D. Johnson RB - HOU ,1.60,J. Sanders K - MIA ,14.00,Colts DEF ,7.50,J. Graham TE - CHI ,14.50,A. Brown WR - TB ,4.60,L. Bell RB - KC ,0.80,J. McKinnon RB - SF ,14.30,S. Michel RB - NE ,0.00,D. Montgomery RB - CHI ,3.70,T. Fulgham WR - PHI ,0.00,J. Burrow QB - CIN IR ,0.00,D. Prescott QB - DAL IR ,0.00,N. Chubb RB - CLE ,0.00,133.54,Dannye Van,174.84
the old man,4,D. Carr QB - LV ,14.00,P. Mahomes QB - KC Q ,31.48,J. Taylor RB - IND ,8.40,C. Edwards-Helaire RB - KC ,10.90,J. Jefferson WR - MIN ,7.90,C. Claypool WR - PIT ,11.30,T. Hockenson TE - DET ,12.40,W. Fuller WR - HOU ,18.50,Y. Koo K - ATL ,12.00,Chiefs DEF ,2.50,T. Bridgewater QB - CAR Q ,28.30,A. Cooper WR - DAL Q ,10.00,K. Hunt RB - CLE ,0.00,J. Smith TE - TEN ,10.20,D. Moore WR - CAR ,2.80,C. Lamb WR - DAL ,13.10,A. Gibson RB - WAS ,11.00,Ravens DEF ,15.50,A. Ekeler RB - LAC Q ,0.00,-,-,129.38,Tilly,126.74
Jeff,1,R. Tannehill QB - TEN ,14.62,R. Wilson QB - SEA ,22.10,M. Gordon RB - DEN ,3.20,A. Kamara RB - NO ,13.40,J. Jones WR - ATL Q ,13.90,T. Lockett WR - SEA ,6.00,H. Hurst TE - ATL ,9.70,A. Brown WR - TEN Q ,18.10,J. Slye K - CAR ,7.00,Bears DEF ,6.00,M. Stafford QB - DET ,8.44,C. Beasley WR - BUF Q ,5.40,D. Freeman RB ,0.00,J. Mixon RB - CIN IR ,0.00,R. Jones RB - TB ,3.30,M. Andrews TE - BAL ,3.70,M. Gesicki TE - MIA ,5.70,Bills DEF ,13.00,-,-,-,-,114.02,Quinten,135.42
