Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Will,8,C. Newton QB - NE ,9.76,P. Rivers QB - IND ,10.80,L. Fournette RB - TB ,14.10,D. Cook RB - MIN ,15.50,T. Hilton WR - IND ,7.50,C. Ridley WR - ATL ,14.80,E. Ebron TE - PIT Q ,13.20,M. Evans WR - TB ,35.10,M. Crosby K - GB ,3.50,Patriots DEF ,-3.50,J. Cook TE - NO ,9.70,R. Gronkowski TE - TB ,18.80,L. Murray RB - NO Q ,11.10,E. Elliott RB - DAL ,15.90,C. Wentz QB - PHI ,0.00,G. Kittle TE - SF ,11.20,D. Slayton WR - NYG ,3.60,H. Butker K - KC ,7.00,-,-,-,-,120.76,LeMar,123.84
Dannye Van,2,L. Jackson QB - BAL Q ,21.32,J. Hurts QB - PHI ,18.58,A. Jones RB - GB Q ,11.80,J. Jacobs RB - LV ,6.90,D. Hopkins WR - ARI ,8.80,T. Hill WR - KC ,8.50,N. Fant TE - DEN ,9.50,A. Robinson WR - CHI ,15.30,Y. Koo K - ATL ,2.00,Browns DEF ,5.00,M. Davis RB - CAR Q ,8.80,D. Booker RB - LV ,2.90,K. Golladay WR - DET Q ,0.00,J. Williams RB - GB ,0.00,D. Johnson WR - PIT ,17.60,D. Metcalf WR - SEA ,8.90,M. Thomas WR - NO Q ,0.00,-,-,-,-,-,-,107.70,Quinten,106.72
Tilly,4,J. Allen QB - BUF ,32.30,J. Herbert QB - LAC ,16.72,L. Bell RB - KC ,4.40,N. Chubb RB - CLE ,15.10,C. Davis WR - TEN ,0.00,C. Godwin WR - TB ,16.90,T. Kelce TE - KC ,19.30,J. Dobbins RB - BAL ,13.70,R. Blankenship K - IND ,6.00,Colts DEF ,1.00,L. Thomas TE - WAS ,9.80,R. Higgins WR - CLE ,0.00,J. Conner RB - PIT ,15.10,J. Smith-Schuster WR - PIT ,20.10,N. Hines RB - IND ,8.40,B. Mayfield QB - CLE ,8.00,M. Gaskin RB - MIA ,31.40,M. Sanders RB - PHI Q ,16.40,-,-,-,-,125.42,bob,191.08
LeMar,6,D. Brees QB - NO ,8.14,M. Trubisky QB - CHI ,23.60,K. Drake RB - ARI ,12.00,D. Henry RB - TEN ,9.80,J. Landry WR - CLE ,0.00,D. Adams WR - GB ,37.70,D. Waller TE - LV ,13.70,R. Woods WR - LA ,6.90,D. Bailey K - MIN ,2.50,Packers DEF ,9.50,M. Ryan QB - ATL ,19.90,A. Green WR - CIN ,8.40,M. Jones WR - DET ,3.40,K. Allen WR - LAC ,0.00,J. White RB - NE ,5.20,T. Higbee TE - LA ,4.90,E. Engram TE - NYG ,10.50,J. Elliott K - PHI ,5.00,T. Cohen RB - CHI IR ,0.00,S. Barkley RB - NYG IR ,0.00,123.84,Will,120.76
Quinten,1,A. Rodgers QB - GB ,25.14,K. Murray QB - ARI Q ,15.38,C. Carson RB - SEA ,9.40,J. Robinson RB - JAX Q ,0.00,B. Cooks WR - HOU ,23.60,C. Kupp WR - LA Q ,10.60,H. Henry TE - LAC ,0.00,B. Aiyuk WR - SF Q ,3.60,J. Tucker K - BAL ,9.00,Steelers DEF ,10.00,R. Mostert RB - SF IR ,0.00,J. Goff QB - LA ,9.66,M. Gallup WR - DAL ,27.10,C. Kirk WR - ARI ,11.10,B. Scott RB - PHI ,1.70,D. Singletary RB - BUF ,6.20,D. Carlson K - LV ,12.50,Seahawks DEF ,10.50,O. Beckham WR - CLE IR ,0.00,-,-,106.72,Dannye Van,107.70
bob,5,T. Brady QB - TB ,29.92,D. Watson QB - HOU ,26.76,D. Johnson RB - HOU ,27.40,D. Montgomery RB - CHI ,19.10,A. Thielen WR - MIN ,19.70,S. Diggs WR - BUF ,37.00,R. Tonyan TE - GB ,2.20,D. Swift RB - DET ,7.00,J. Sanders K - MIA ,14.00,Rams DEF ,8.00,A. Brown WR - TB ,11.50,K. Cousins QB - MIN ,23.64,T. Gurley RB - ATL ,6.50,T. Boyd WR - CIN ,0.00,R. Anderson WR - CAR ,13.40,W. Gallman RB - NYG ,6.30,C. McCaffrey RB - CAR Q ,0.00,C. Akers RB - LA ,0.00,D. Prescott QB - DAL IR ,0.00,-,-,191.08,Tilly,125.42
the old man,7,T. Bridgewater QB - CAR Q ,8.58,P. Mahomes QB - KC Q ,19.22,A. Ekeler RB - LAC Q ,14.30,J. Taylor RB - IND ,19.40,D. Moore WR - CAR ,6.20,J. Jefferson WR - MIN ,11.50,T. Hockenson TE - DET ,4.30,K. Hunt RB - CLE ,12.70,W. Lutz K - NO ,10.00,Ravens DEF ,11.00,D. Carr QB - LV ,23.24,A. Cooper WR - DAL Q ,14.10,A. Lazard WR - GB ,2.40,D. Goedert TE - PHI Q ,5.30,C. Lamb WR - DAL ,21.90,C. Edwards-Helaire RB - KC ,0.00,C. Claypool WR - PIT ,7.40,A. Gibson RB - WAS ,8.40,-,-,-,-,117.20,Jeff,156.54
Jeff,3,R. Tannehill QB - TEN ,16.34,R. Wilson QB - SEA ,19.90,M. Gordon RB - DEN ,7.90,A. Kamara RB - NO ,54.70,C. Beasley WR - BUF Q ,3.20,A. Brown WR - TEN Q ,6.30,M. Andrews TE - BAL ,10.60,G. Bernard RB - CIN ,16.60,T. Bass K - BUF ,8.00,Buccaneers DEF ,13.00,M. Stafford QB - DET ,0.68,J. Jones WR - ATL Q ,0.00,T. Lockett WR - SEA ,5.90,J. Mixon RB - CIN IR ,0.00,H. Hurst TE - ATL ,13.20,R. Jones RB - TB ,0.00,Bears DEF ,8.00,Dolphins DEF ,6.00,-,-,-,-,156.54,the old man,117.20
