Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Will,8,C. Newton QB - NE ,19.20,C. Wentz QB - PHI ,14.40,E. Elliott RB - DAL ,18.40,A. Jones RB - GB Q ,15.10,C. Ridley WR - ATL ,11.50,D. Metcalf WR - SEA ,12.10,R. Gronkowski TE - TB ,3.50,M. Evans WR - TB ,13.40,H. Butker K - KC ,5.00,Patriots DEF ,1.00,J. Cook TE - NO ,1.10,P. Rivers QB - IND ,21.42,T. Hilton WR - IND ,5.10,L. Murray RB - NO Q ,9.50,E. Ebron TE - PIT Q ,11.60,L. Fournette RB - TB ,9.10,D. Slayton WR - NYG ,0.00,M. Crosby K - GB ,7.00,-,-,-,-,113.60,Tilly,129.62
Dannye Van,4,B. Roethlisberger QB - PIT ,16.68,T. Tagovailoa QB - MIA ,7.32,D. Cook RB - MIN ,22.50,J. Jacobs RB - LV ,12.90,T. Hill WR - KC ,21.50,M. Thomas WR - NO Q ,14.90,L. Thomas TE - WAS ,1.80,M. Davis RB - CAR Q ,14.90,R. Succop K - TB ,6.00,Buccaneers DEF ,5.00,J. Reed TE - SF ,0.00,A. Robinson WR - CHI ,0.00,K. Golladay WR - DET Q ,0.00,C. Edmonds RB - ARI ,12.90,J. Allen QB - BUF ,0.00,M. Brown WR - BAL ,0.00,M. Sanders RB - PHI Q ,7.60,T. Higgins WR - CIN Q ,4.10,G. Kittle TE - SF ,0.00,-,-,123.50,Quinten,139.10
Tilly,3,T. Hill QB - NO Q ,24.22,J. Herbert QB - LAC ,27.74,T. Gurley RB - ATL ,3.40,N. Hines RB - IND ,6.80,D. Hopkins WR - ARI ,7.60,T. McLaurin WR - WAS ,10.90,T. Kelce TE - KC ,22.86,R. Anderson WR - CAR ,8.10,R. Blankenship K - IND ,14.00,Vikings DEF ,4.00,T. Brady QB - TB ,12.64,T. Boyd WR - CIN ,13.00,J. Conner RB - PIT ,11.40,C. Godwin WR - TB ,14.80,L. Jackson QB - BAL Q ,16.54,D. Goedert TE - PHI Q ,16.20,J. Dobbins RB - BAL ,17.50,J. Jeudy WR - DEN ,5.20,M. Gaskin RB - MIA ,0.00,-,-,129.62,Will,113.60
LeMar,7,M. Ryan QB - ATL ,5.28,A. Dalton QB - DAL ,18.82,K. Drake RB - ARI ,14.00,D. Henry RB - TEN ,19.70,K. Allen WR - LAC ,26.50,D. Adams WR - GB ,20.10,D. Waller TE - LV ,18.30,R. Woods WR - LA ,24.60,D. Bailey K - MIN ,4.00,Eagles DEF ,9.00,A. Green WR - CIN ,12.10,D. Brees QB - NO ,0.00,M. Jones WR - DET ,7.10,J. Landry WR - CLE ,3.60,J. White RB - NE ,11.30,T. Higbee TE - LA ,4.00,E. Engram TE - NYG ,0.00,J. Elliott K - PHI ,5.00,T. Cohen RB - CHI IR ,0.00,S. Barkley RB - NYG IR ,0.00,160.30,the old man,132.22
Quinten,2,A. Rodgers QB - GB ,21.74,K. Murray QB - ARI Q ,20.26,D. Henderson RB - LA IR ,1.90,J. Robinson RB - JAX Q ,10.40,C. Kupp WR - LA Q ,20.00,C. Kirk WR - ARI ,7.00,H. Henry TE - LAC ,12.80,C. Hyde RB - SEA ,16.50,J. Tucker K - BAL ,10.00,Steelers DEF ,18.50,R. Burkhead RB - NE IR ,2.20,B. Cooks WR - HOU ,10.50,J. Goff QB - LA ,23.04,C. Carson RB - SEA ,0.00,M. Gallup WR - DAL ,3.90,B. Scott RB - PHI ,6.50,D. Singletary RB - BUF ,0.00,B. Aiyuk WR - SF Q ,0.00,O. Beckham WR - CLE IR ,0.00,R. Mostert RB - SF IR ,0.00,139.10,Dannye Van,123.50
bob,6,K. Cousins QB - MIN ,22.96,D. Watson QB - HOU ,31.36,L. Bell RB - KC ,10.10,N. Chubb RB - CLE ,11.40,A. Brown WR - TB ,9.80,J. Smith-Schuster WR - PIT ,3.90,R. Tonyan TE - GB ,12.90,A. Thielen WR - MIN ,28.30,J. Sanders K - MIA ,9.00,Colts DEF ,8.50,J. Graham TE - CHI ,0.00,J. McKinnon RB - SF ,0.00,S. Diggs WR - BUF ,0.00,C. McCaffrey RB - CAR Q ,0.00,S. Michel RB - NE ,0.00,D. Montgomery RB - CHI ,0.00,J. Burrow QB - CIN IR ,11.32,D. Swift RB - DET ,0.00,D. Johnson RB - HOU ,0.00,D. Prescott QB - DAL IR ,0.00,148.22,Jeff,120.30
the old man,5,D. Carr QB - LV ,21.60,P. Mahomes QB - KC Q ,21.52,K. Hunt RB - CLE ,8.60,C. Edwards-Helaire RB - KC ,20.20,J. Jefferson WR - MIN ,16.10,C. Claypool WR - PIT ,13.90,T. Hockenson TE - DET ,8.80,W. Fuller WR - HOU ,11.00,W. Lutz K - NO ,6.00,Ravens DEF ,4.50,J. Winston QB - NO ,0.00,A. Cooper WR - DAL Q ,11.10,J. Smith TE - TEN ,10.00,A. Lazard WR - GB ,2.80,D. Moore WR - CAR ,18.30,C. Lamb WR - DAL ,14.60,J. Taylor RB - IND ,13.40,A. Gibson RB - WAS ,16.90,A. Ekeler RB - LAC Q ,0.00,-,-,132.22,LeMar,160.30
Jeff,1,M. Stafford QB - DET ,7.62,R. Wilson QB - SEA ,20.08,G. Bernard RB - CIN ,7.50,A. Kamara RB - NO ,10.50,J. Jones WR - ATL Q ,4.90,T. Lockett WR - SEA ,17.20,M. Andrews TE - BAL ,18.10,M. Gordon RB - DEN ,18.40,J. Slye K - CAR ,10.00,Dolphins DEF ,6.00,R. Tannehill QB - TEN ,21.86,C. Beasley WR - BUF Q ,0.00,J. Mixon RB - CIN IR ,0.00,H. Hurst TE - ATL ,0.00,R. Jones RB - TB ,2.40,A. Brown WR - TEN Q ,14.20,S. Ahmed RB - MIA ,9.90,Bears DEF ,0.00,-,-,-,-,120.30,bob,148.22
