Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Will,8,C. Newton QB - NE ,18.36,G. Minshew QB - JAX ,0.00,L. Murray RB - NO Q ,4.60,E. Elliott RB - DAL ,7.80,C. Ridley WR - ATL ,5.70,D. Metcalf WR - SEA ,34.10,J. Cook TE - NO ,13.60,D. Slayton WR - NYG ,8.10,H. Butker K - KC ,5.00,Patriots DEF ,4.00,R. Gronkowski TE - TB ,12.10,T. Hilton WR - IND ,1.90,E. Ebron TE - PIT Q ,12.80,M. Evans WR - TB ,14.00,J. Garoppolo QB - SF IR ,1.76,C. Wentz QB - PHI ,8.62,L. Fournette RB - TB ,8.60,A. Jones RB - GB Q ,0.00,-,-,-,-,101.26,Dannye Van,132.18
Dannye Van,5,J. Allen QB - BUF ,12.46,T. Tagovailoa QB - MIA ,5.72,M. Davis RB - CAR Q ,8.20,D. Cook RB - MIN ,47.60,T. Hill WR - KC ,23.80,K. Golladay WR - DET Q ,0.00,N. Fant TE - DEN ,8.20,J. Williams RB - GB ,15.20,M. Prater K - DET ,3.00,Buccaneers DEF ,8.00,B. Roethlisberger QB - PIT ,15.28,T. Burton TE - IND ,8.60,M. Thomas WR - NO Q ,0.00,C. Edmonds RB - ARI ,0.00,J. Jacobs RB - LV ,12.90,M. Brown WR - BAL ,6.80,T. Higgins WR - CIN Q ,11.40,J. Robinson RB - JAX Q ,0.00,-,-,-,-,132.18,Will,101.26
Tilly,2,L. Jackson QB - BAL Q ,14.82,J. Herbert QB - LAC ,21.22,T. Gurley RB - ATL ,10.60,J. Conner RB - PIT ,13.50,T. Boyd WR - CIN ,16.60,R. Anderson WR - CAR ,7.30,T. Kelce TE - KC ,20.90,M. Gaskin RB - MIA ,11.80,R. Blankenship K - IND ,2.00,Packers DEF ,1.00,T. Brady QB - TB ,19.06,D. Hopkins WR - ARI ,0.00,C. Godwin WR - TB ,0.00,T. McLaurin WR - WAS ,0.00,J. Dobbins RB - BAL ,12.60,J. Jeudy WR - DEN ,9.30,H. Ruggs WR - LV Q ,1.90,M. Crosby K - GB ,2.00,-,-,-,-,119.74,Quinten,133.04
LeMar,6,M. Ryan QB - ATL ,17.94,D. Brees QB - NO ,19.60,J. White RB - NE ,4.50,D. Henry RB - TEN ,17.20,K. Allen WR - LAC ,17.20,D. Adams WR - GB ,26.80,D. Waller TE - LV ,5.20,J. Landry WR - CLE ,7.20,J. Elliott K - PHI ,1.00,Eagles DEF ,21.00,A. Green WR - CIN ,2.90,M. Jones WR - DET ,17.40,R. Woods WR - LA ,24.90,K. Drake RB - ARI ,0.00,T. Higbee TE - LA ,2.40,E. Engram TE - NYG ,9.50,T. Cohen RB - CHI IR ,0.00,S. Barkley RB - NYG IR ,0.00,-,-,-,-,137.64,bob,97.94
Quinten,3,A. Rodgers QB - GB ,22.54,J. Goff QB - LA ,10.20,B. Scott RB - PHI ,8.90,D. Henderson RB - LA IR ,6.30,A. Robinson WR - CHI ,17.70,C. Kupp WR - LA Q ,16.50,H. Henry TE - LAC ,5.30,B. Aiyuk WR - SF Q ,19.10,J. Tucker K - BAL ,8.00,Steelers DEF ,18.50,R. Burkhead RB - NE IR ,3.60,Z. Ertz TE - PHI ,0.00,O. Beckham WR - CLE IR ,0.00,C. Carson RB - SEA ,0.00,M. Gallup WR - DAL ,9.60,K. Murray QB - ARI Q ,0.00,M. Sanders RB - PHI Q ,0.00,D. Singletary RB - BUF ,9.70,R. Mostert RB - SF IR ,0.00,-,-,133.04,Tilly,119.74
bob,7,B. Mayfield QB - CLE ,7.78,J. Burrow QB - CIN IR ,18.86,D. Montgomery RB - CHI ,11.50,D. Swift RB - DET ,3.80,A. Thielen WR - MIN ,4.20,S. Diggs WR - BUF ,12.20,J. Graham TE - CHI ,2.30,T. Fulgham WR - PHI ,16.80,J. Sanders K - MIA ,4.00,Colts DEF ,16.50,A. Brown WR - TB ,0.00,L. Bell RB - KC ,5.30,J. McKinnon RB - SF ,11.90,D. Johnson RB - HOU ,0.00,C. McCaffrey RB - CAR Q ,0.00,D. Watson QB - HOU ,0.00,R. Tonyan TE - GB ,10.40,S. Michel RB - NE ,0.00,D. Prescott QB - DAL IR ,0.00,N. Chubb RB - CLE ,0.00,97.94,LeMar,137.64
the old man,4,D. Carr QB - LV ,12.54,P. Mahomes QB - KC Q ,36.64,K. Hunt RB - CLE ,8.30,J. Taylor RB - IND ,4.10,D. Moore WR - CAR ,6.50,J. Jefferson WR - MIN ,4.10,G. Kittle TE - SF ,4.90,C. Edwards-Helaire RB - KC ,4.60,R. Bullock K - CIN ,7.00,Chiefs DEF ,9.00,T. Bridgewater QB - CAR Q ,12.04,A. Cooper WR - DAL Q ,1.00,W. Fuller WR - HOU ,0.00,J. Smith TE - TEN ,3.90,C. Lamb WR - DAL ,6.60,C. Claypool WR - PIT ,10.70,A. Gibson RB - WAS ,0.00,Ravens DEF ,5.50,A. Ekeler RB - LAC Q ,0.00,-,-,97.68,Jeff,119.06
Jeff,1,R. Tannehill QB - TEN ,17.32,R. Wilson QB - SEA ,28.74,A. Kamara RB - NO ,20.80,R. Jones RB - TB ,4.60,J. Jones WR - ATL Q ,17.20,T. Lockett WR - SEA ,5.30,M. Andrews TE - BAL ,4.70,A. Brown WR - TEN Q ,10.40,J. Slye K - CAR ,5.00,Bills DEF ,5.00,M. Stafford QB - DET ,22.44,C. Beasley WR - BUF Q ,3.40,D. Freeman RB ,0.00,M. Gordon RB - DEN ,7.70,J. Mixon RB - CIN IR ,0.00,H. Hurst TE - ATL ,7.90,M. Gesicki TE - MIA ,1.30,Bears DEF ,3.50,-,-,-,-,119.06,the old man,97.68
