Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Will,5,C. Newton QB - NE ,25.70,C. Wentz QB - PHI ,13.00,E. Elliott RB - DAL ,26.20,A. Jones RB - GB Q ,15.60,C. Ridley WR - ATL ,29.40,D. Metcalf WR - SEA ,17.50,R. Gronkowski TE - TB ,2.10,M. Mack RB - IND IR ,7.10,H. Butker K - KC ,10.00,Patriots DEF ,12.00,J. Cook TE - NO ,10.50,T. Hilton WR - IND ,7.30,M. Evans WR - TB ,6.70,J. Garoppolo QB - SF IR ,19.26,J. Howard RB ,6.70,L. Fournette RB - TB ,2.40,D. Slayton WR - NYG ,25.20,W. Lutz K - NO ,10.00,158.60,Dannye Van,166.74
Dannye Van,1,B. Roethlisberger QB - PIT ,22.06,J. Allen QB - BUF ,28.18,D. Cook RB - MIN ,21.30,J. Jacobs RB - LV ,33.90,T. Hill WR - KC ,13.10,M. Thomas WR - NO Q ,3.20,N. Fant TE - DEN ,16.60,D. Johnson RB - HOU ,18.40,G. Zuerlein K - DAL ,5.00,Colts DEF ,5.00,A. Hooper TE - CLE ,2.50,K. Hunt RB - CLE ,10.10,D. Jones QB - NYG ,17.36,M. Brown WR - BAL ,12.60,N. Harry WR - NE ,4.40,D. Johnson WR - PIT ,6.70,C. Akers RB - LA ,4.80,J. Jefferson WR - MIN ,3.60,166.74,Will,158.60
Tilly,8,T. Brady QB - TB ,20.46,L. Jackson QB - BAL Q ,27.50,T. Gurley RB - ATL ,12.70,J. Conner RB - PIT ,2.70,D. Hopkins WR - ARI ,22.10,C. Godwin WR - TB ,10.90,T. Kelce TE - KC ,14.00,D. Singletary RB - BUF ,7.80,R. Blankenship K - IND ,8.00,Raiders DEF ,1.00,T. Boyd WR - CIN ,5.30,C. Kirk WR - ARI ,0.50,G. Minshew QB - JAX ,20.82,J. Dobbins RB - BAL ,14.20,J. Jeudy WR - DEN ,7.60,M. Pittman WR - IND ,2.00,H. Ruggs WR - LV Q ,8.10,A. Gibson RB - WAS ,5.40,127.16,Quinten,131.10
LeMar,6,M. Ryan QB - ATL ,23.90,D. Brees QB - NO ,14.40,D. Henry RB - TEN ,14.60,S. Barkley RB - NYG IR ,9.60,R. Woods WR - LA ,14.90,D. Adams WR - GB ,34.60,T. Higbee TE - LA ,5.50,K. Drake RB - ARI ,13.50,J. Elliott K - PHI ,5.00,49ers DEF ,6.00,A. Green WR - CIN ,7.60,M. Jones WR - DET ,7.50,K. Allen WR - LAC ,5.70,J. Landry WR - CLE ,8.60,J. White RB - NE ,6.70,D. Waller TE - LV ,7.50,E. Engram TE - NYG ,1.90,T. Cohen RB - CHI IR ,5.70,142.00,bob,148.66
Quinten,4,J. Goff QB - LA ,10.50,K. Murray QB - ARI Q ,26.30,R. Mostert RB - SF IR ,23.10,C. Carson RB - SEA ,21.60,C. Kupp WR - LA Q ,6.00,M. Gallup WR - DAL ,6.50,Z. Ertz TE - PHI ,9.30,A. Robinson WR - CHI ,9.80,J. Tucker K - BAL ,8.00,Steelers DEF ,10.00,P. Rivers QB - IND ,14.82,A. Rodgers QB - GB ,30.76,J. Doyle TE - IND ,6.40,O. Beckham WR - CLE IR ,3.70,M. Breida RB - MIA ,2.20,C. Sutton WR - DEN IR ,0.00,M. Sanders RB - PHI Q ,0.00,D. Swift RB - DET ,9.80,131.10,Tilly,127.16
bob,3,D. Prescott QB - DAL IR ,17.64,D. Watson QB - HOU ,20.82,L. Bell RB - KC ,5.60,C. McCaffrey RB - CAR Q ,27.00,A. Thielen WR - MIN ,28.00,D. Parker WR - MIA ,6.70,H. Henry TE - LAC ,9.80,N. Chubb RB - CLE ,5.10,M. Prater K - DET ,11.00,Saints DEF ,17.00,M. Ingram RB - BAL ,2.90,S. Diggs WR - BUF ,12.60,K. Golladay WR - DET Q ,0.00,J. Smith-Schuster WR - PIT ,21.90,H. Hurst TE - ATL ,5.30,D. Montgomery RB - CHI ,7.90,Z. Moss RB - BUF IR ,10.20,J. Burrow QB - CIN IR ,16.32,148.66,LeMar,142.00
the old man,7,T. Bridgewater QB - CAR Q ,19.36,P. Mahomes QB - KC Q ,20.44,A. Ekeler RB - LAC Q ,9.20,C. Edwards-Helaire RB - KC ,19.80,A. Cooper WR - DAL Q ,13.10,D. Moore WR - CAR ,7.40,G. Kittle TE - SF ,7.30,J. Taylor RB - IND ,11.90,Z. Gonzalez K - ARI IR ,8.00,Ravens DEF ,16.50,J. Brown WR - BUF ,16.00,J. Crowder WR - NYJ ,21.00,W. Fuller WR - HOU ,15.20,R. Jones RB - TB ,9.20,D. Chark WR - JAX Q ,10.00,T. McLaurin WR - WAS ,8.60,C. Lamb WR - DAL ,8.40,Chiefs DEF ,9.00,133.00,Jeff,162.56
Jeff,2,M. Stafford QB - DET ,16.18,R. Wilson QB - SEA ,31.78,J. Mixon RB - CIN IR ,5.60,A. Kamara RB - NO ,21.20,J. Jones WR - ATL Q ,20.20,T. Lockett WR - SEA ,13.20,M. Andrews TE - BAL ,20.30,M. Gordon RB - DEN ,14.10,R. Gould K - SF ,10.00,Bills DEF ,10.00,J. Edelman WR - NE IR ,10.50,B. Cooks WR - HOU ,3.00,P. Lindsay RB - DEN IR ,4.00,B. Mayfield QB - CLE ,9.86,M. Gesicki TE - MIA ,4.50,W. Dissly TE - SEA ,1.80,A. Brown WR - TEN Q ,6.40,Buccaneers DEF ,1.00,162.56,the old man,133.00
