Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Will,8,C. Newton QB - NE ,12.16,P. Rivers QB - IND ,17.02,L. Fournette RB - TB ,20.00,D. Cook RB - MIN ,24.40,T. Hilton WR - IND ,9.10,C. Ridley WR - ATL ,27.30,E. Ebron TE - PIT Q ,0.00,M. Evans WR - TB ,14.00,M. Crosby K - GB ,8.00,Patriots DEF ,5.00,J. Cook TE - NO ,3.90,R. Gronkowski TE - TB ,4.40,L. Murray RB - NO Q ,9.90,E. Elliott RB - DAL ,0.00,C. Wentz QB - PHI ,0.00,G. Kittle TE - SF ,0.00,D. Slayton WR - NYG ,9.40,H. Butker K - KC ,6.00,-,-,-,-,136.98,-,-
Dannye Van,2,B. Roethlisberger QB - PIT ,6.70,L. Jackson QB - BAL Q ,29.22,A. Jones RB - GB Q ,23.30,J. Jacobs RB - LV ,18.90,T. Hill WR - KC ,14.40,D. Metcalf WR - SEA ,6.80,N. Fant TE - DEN ,16.80,D. Hopkins WR - ARI ,25.50,Y. Koo K - ATL ,11.00,Browns DEF ,9.50,A. Robinson WR - CHI ,10.30,M. Davis RB - CAR Q ,7.10,D. Booker RB - LV ,1.20,K. Golladay WR - DET Q ,0.00,J. Williams RB - GB ,3.00,D. Johnson WR - PIT ,15.90,J. Hurts QB - PHI ,37.82,M. Thomas WR - NO Q ,0.00,-,-,-,-,162.12,Tilly,165.62
Tilly,4,J. Allen QB - BUF ,37.66,J. Herbert QB - LAC ,27.96,N. Chubb RB - CLE ,13.60,M. Sanders RB - PHI Q ,9.50,C. Davis WR - TEN ,19.00,J. Smith-Schuster WR - PIT ,1.00,T. Kelce TE - KC ,18.80,J. Dobbins RB - BAL ,14.60,R. Blankenship K - IND ,11.00,Colts DEF ,12.50,R. Higgins WR - CLE ,9.60,J. Conner RB - PIT ,0.00,C. Godwin WR - TB ,11.60,T. Hill QB - NO Q ,6.30,N. Hines RB - IND ,6.40,B. Mayfield QB - CLE ,20.98,T. McLaurin WR - WAS ,11.20,D. Samuel WR - SF Q ,0.00,M. Gaskin RB - MIA ,0.00,-,-,165.62,Dannye Van,162.12
LeMar,6,M. Ryan QB - ATL ,27.84,M. Trubisky QB - CHI ,13.48,K. Drake RB - ARI ,5.00,D. Henry RB - TEN ,24.20,K. Allen WR - LAC ,2.10,D. Adams WR - GB ,7.70,D. Waller TE - LV ,25.50,J. Landry WR - CLE ,15.60,D. Bailey K - MIN ,9.00,Packers DEF ,8.50,A. Green WR - CIN ,5.00,D. Brees QB - NO ,19.36,M. Jones WR - DET ,22.20,R. Woods WR - LA ,18.60,J. White RB - NE ,7.50,T. Higbee TE - LA ,14.70,E. Engram TE - NYG ,6.60,J. Elliott K - PHI ,2.00,T. Cohen RB - CHI IR ,0.00,S. Barkley RB - NYG IR ,0.00,138.92,-,-
Quinten,1,A. Rodgers QB - GB ,18.32,K. Murray QB - ARI Q ,33.14,C. Carson RB - SEA ,7.90,J. Robinson RB - JAX Q ,12.80,B. Cooks WR - HOU ,8.90,C. Kupp WR - LA Q ,6.40,H. Henry TE - LAC ,15.00,B. Aiyuk WR - SF Q ,17.80,J. Tucker K - BAL ,8.00,Steelers DEF ,3.00,R. Mostert RB - SF IR ,6.80,J. Goff QB - LA ,15.26,M. Gallup WR - DAL ,10.10,C. Kirk WR - ARI ,4.80,B. Scott RB - PHI ,1.20,D. Singletary RB - BUF ,15.90,D. Carlson K - LV ,9.00,Seahawks DEF ,11.50,O. Beckham WR - CLE IR ,0.00,-,-,131.26,bob,145.52
bob,5,T. Brady QB - TB ,23.40,D. Watson QB - HOU ,23.42,D. Montgomery RB - CHI ,28.70,D. Swift RB - DET ,20.20,A. Thielen WR - MIN ,8.10,S. Diggs WR - BUF ,20.20,R. Tonyan TE - GB ,9.30,C. Akers RB - LA ,6.70,J. Sanders K - MIA ,2.00,Rams DEF ,3.50,A. Brown WR - TB ,17.80,K. Cousins QB - MIN ,19.34,T. Gurley RB - ATL ,2.40,D. Johnson RB - HOU ,18.80,T. Boyd WR - CIN ,0.00,R. Anderson WR - CAR ,3.00,W. Gallman RB - NYG ,2.90,C. McCaffrey RB - CAR Q ,0.00,D. Prescott QB - DAL IR ,0.00,-,-,145.52,Quinten,131.26
the old man,7,D. Carr QB - LV ,2.12,P. Mahomes QB - KC Q ,25.86,A. Ekeler RB - LAC Q ,9.90,J. Taylor RB - IND ,17.50,A. Cooper WR - DAL Q ,1.30,J. Jefferson WR - MIN ,14.40,T. Hockenson TE - DET ,0.80,C. Edwards-Helaire RB - KC ,8.80,W. Lutz K - NO ,3.00,Ravens DEF ,12.00,T. Bridgewater QB - CAR Q ,16.92,K. Hunt RB - CLE ,4.30,J. Smith TE - TEN ,7.70,A. Lazard WR - GB ,8.10,C. Lamb WR - DAL ,11.00,C. Claypool WR - PIT ,6.30,A. Gibson RB - WAS ,0.00,D. Moore WR - CAR ,16.20,-,-,-,-,95.68,-,-
Jeff,3,R. Tannehill QB - TEN ,37.02,R. Wilson QB - SEA ,12.04,M. Gordon RB - DEN ,22.10,A. Kamara RB - NO ,16.90,T. Lockett WR - SEA ,5.40,A. Brown WR - TEN Q ,12.90,M. Andrews TE - BAL ,15.10,G. Bernard RB - CIN ,22.20,T. Bass K - BUF ,12.00,Bears DEF ,6.50,M. Stafford QB - DET ,15.28,J. Jones WR - ATL Q ,0.00,C. Beasley WR - BUF Q ,15.20,J. Mixon RB - CIN IR ,0.00,H. Hurst TE - ATL ,10.10,R. Jones RB - TB ,0.00,Dolphins DEF ,11.00,Buccaneers DEF ,4.00,-,-,-,-,162.16,-,-
