Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Will,8,C. Newton QB - NE ,3.96,C. Wentz QB - PHI ,18.80,E. Elliott RB - DAL ,2.40,A. Jones RB - GB Q ,9.50,C. Ridley WR - ATL ,14.00,D. Metcalf WR - SEA ,22.70,E. Ebron TE - PIT Q ,8.90,D. Slayton WR - NYG ,0.00,M. Crosby K - GB ,4.50,Patriots DEF ,7.00,J. Cook TE - NO ,0.00,R. Gronkowski TE - TB ,13.60,P. Rivers QB - IND ,17.80,T. Hilton WR - IND ,16.10,L. Murray RB - NO Q ,25.10,M. Evans WR - TB ,18.50,L. Fournette RB - TB ,3.50,H. Butker K - KC ,9.00,-,-,-,-,91.76,Quinten,116.54
Dannye Van,3,R. Fitzpatrick QB - MIA ,19.28,J. Allen QB - BUF ,15.48,M. Davis RB - CAR Q ,9.40,D. Cook RB - MIN ,8.20,T. Hill WR - KC ,51.40,M. Thomas WR - NO Q ,7.10,N. Fant TE - DEN ,1.80,J. Jacobs RB - LV ,3.90,Y. Koo K - ATL ,21.00,Saints DEF ,14.50,B. Roethlisberger QB - PIT ,12.54,J. Reed TE - SF ,2.80,A. Robinson WR - CHI ,23.40,K. Golladay WR - DET Q ,0.00,D. Johnson WR - PIT ,8.60,M. Sanders RB - PHI Q ,5.20,T. Higgins WR - CIN Q ,12.90,T. Tagovailoa QB - MIA ,0.00,G. Kittle TE - SF ,0.00,-,-,152.06,the old man,147.78
Tilly,4,T. Hill QB - NO Q ,17.52,J. Herbert QB - LAC ,16.44,N. Hines RB - IND ,13.50,N. Chubb RB - CLE ,25.10,D. Hopkins WR - ARI ,8.00,T. McLaurin WR - WAS ,12.70,T. Kelce TE - KC ,12.20,C. Godwin WR - TB ,13.70,R. Blankenship K - IND ,2.00,Colts DEF ,-2.00,J. Graham TE - CHI ,4.70,T. Gurley RB - ATL ,0.00,J. Smith-Schuster WR - PIT ,13.70,L. Jackson QB - BAL Q ,0.00,B. Mayfield QB - CLE ,18.42,M. Gaskin RB - MIA ,0.00,J. Jeudy WR - DEN ,0.00,M. Pittman WR - IND ,3.80,J. Conner RB - PIT ,0.00,J. Dobbins RB - BAL ,0.00,119.16,bob,149.22
LeMar,7,M. Ryan QB - ATL ,13.90,A. Dalton QB - DAL ,12.30,K. Drake RB - ARI ,22.80,D. Henry RB - TEN ,37.50,K. Allen WR - LAC ,14.00,D. Adams WR - GB ,15.10,D. Waller TE - LV ,4.30,R. Woods WR - LA ,12.30,D. Bailey K - MIN ,10.00,Eagles DEF ,3.00,A. Green WR - CIN ,0.00,D. Brees QB - NO ,0.00,M. Jones WR - DET ,7.80,J. Landry WR - CLE ,24.30,J. White RB - NE ,14.20,T. Higbee TE - LA ,1.10,E. Engram TE - NYG ,13.90,J. Elliott K - PHI ,2.50,T. Cohen RB - CHI IR ,0.00,S. Barkley RB - NYG IR ,0.00,145.20,Jeff,105.84
Quinten,1,A. Rodgers QB - GB ,25.64,K. Murray QB - ARI Q ,7.90,D. Henderson RB - LA IR ,1.90,J. Robinson RB - JAX Q ,24.40,B. Cooks WR - HOU ,11.00,C. Kupp WR - LA Q ,5.10,H. Henry TE - LAC ,10.20,C. Carson RB - SEA ,12.90,J. Tucker K - BAL ,2.00,Steelers DEF ,15.50,R. Mostert RB - SF IR ,9.30,J. Goff QB - LA ,3.02,M. Gallup WR - DAL ,7.10,C. Kirk WR - ARI ,3.40,B. Scott RB - PHI ,7.20,D. Singletary RB - BUF ,9.70,D. Carlson K - LV ,6.00,Seahawks DEF ,11.00,O. Beckham WR - CLE IR ,0.00,B. Aiyuk WR - SF Q ,0.00,116.54,Will,91.76
bob,6,T. Brady QB - TB ,21.70,D. Watson QB - HOU ,33.12,S. Michel RB - NE ,0.00,D. Montgomery RB - CHI ,22.80,S. Diggs WR - BUF ,7.40,R. Anderson WR - CAR ,17.40,R. Tonyan TE - GB ,15.20,A. Brown WR - TB ,2.10,J. Sanders K - MIA ,12.00,Rams DEF ,17.50,K. Cousins QB - MIN ,26.18,L. Bell RB - KC ,4.20,A. Thielen WR - MIN ,0.00,J. McKinnon RB - SF ,4.20,T. Boyd WR - CIN ,3.00,C. McCaffrey RB - CAR Q ,0.00,D. Swift RB - DET ,0.00,Buccaneers DEF ,3.00,D. Johnson RB - HOU ,0.00,D. Prescott QB - DAL IR ,0.00,149.22,Tilly,119.16
the old man,5,D. Carr QB - LV ,0.60,P. Mahomes QB - KC Q ,31.28,A. Ekeler RB - LAC Q ,18.40,C. Edwards-Helaire RB - KC ,4.40,D. Moore WR - CAR ,8.10,J. Jefferson WR - MIN ,22.50,T. Hockenson TE - DET ,11.40,A. Gibson RB - WAS ,34.10,W. Lutz K - NO ,7.00,Ravens DEF ,10.00,T. Bridgewater QB - CAR Q ,13.88,A. Cooper WR - DAL Q ,20.20,K. Hunt RB - CLE ,6.20,J. Smith TE - TEN ,0.00,A. Lazard WR - GB ,10.30,C. Lamb WR - DAL ,4.60,C. Claypool WR - PIT ,8.20,J. Taylor RB - IND ,0.00,-,-,-,-,147.78,Dannye Van,152.06
Jeff,2,R. Tannehill QB - TEN ,19.14,R. Wilson QB - SEA ,14.40,G. Bernard RB - CIN ,5.90,A. Kamara RB - NO ,5.70,C. Beasley WR - BUF Q ,8.30,T. Lockett WR - SEA ,3.80,H. Hurst TE - ATL ,6.80,A. Brown WR - TEN Q ,17.80,J. Slye K - CAR ,9.00,Dolphins DEF ,15.00,M. Stafford QB - DET ,16.10,J. Jones WR - ATL Q ,0.00,M. Gordon RB - DEN ,3.10,J. Mixon RB - CIN IR ,0.00,R. Jones RB - TB ,16.80,M. Andrews TE - BAL ,0.00,S. Ahmed RB - MIA ,0.00,Bears DEF ,-3.00,-,-,-,-,105.84,LeMar,145.20
