Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Will,3,C. Newton QB - NE ,11.18,C. Wentz QB - PHI ,21.50,E. Elliott RB - DAL ,14.80,A. Jones RB - GB Q ,15.60,C. Ridley WR - ATL ,14.20,D. Metcalf WR - SEA ,17.00,J. Cook TE - NO ,3.10,M. Evans WR - TB ,13.20,H. Butker K - KC ,3.50,Patriots DEF ,17.00,R. Gronkowski TE - TB ,7.80,T. Hilton WR - IND ,6.70,J. Garoppolo QB - SF IR ,0.00,J. Howard RB ,6.10,L. Fournette RB - TB ,3.20,D. Slayton WR - NYG ,4.80,W. Lutz K - NO ,12.00,-,-,-,-,-,-,131.08,bob,126.54
Dannye Van,1,B. Roethlisberger QB - PIT ,19.18,J. Allen QB - BUF ,31.24,M. Davis RB - CAR Q ,19.10,D. Cook RB - MIN ,24.90,T. Hill WR - KC ,18.70,M. Brown WR - BAL ,2.30,D. Schultz TE - DAL ,6.80,J. Robinson RB - JAX Q ,27.90,G. Zuerlein K - DAL ,6.00,Colts DEF ,27.00,D. Johnson RB - HOU ,11.60,M. Thomas WR - NO Q ,0.00,D. Chark WR - JAX Q ,0.00,J. Jacobs RB - LV ,7.80,N. Fant TE - DEN ,7.10,N. Harry WR - NE ,4.60,D. Johnson WR - PIT ,0.90,C. Akers RB - LA ,0.00,-,-,-,-,183.12,LeMar,144.94
Tilly,6,L. Jackson QB - BAL Q ,14.18,G. Minshew QB - JAX ,9.20,J. McKinnon RB - SF ,15.20,J. Conner RB - PIT ,22.90,D. Hopkins WR - ARI ,18.70,C. Godwin WR - TB ,14.90,T. Kelce TE - KC ,11.70,T. McLaurin WR - WAS ,10.60,R. Blankenship K - IND ,10.00,Raiders DEF ,4.00,T. Brady QB - TB ,23.88,T. Gurley RB - ATL ,14.70,T. Boyd WR - CIN ,17.50,R. Anderson WR - CAR ,8.00,J. Dobbins RB - BAL ,6.40,J. Jeudy WR - DEN ,8.00,H. Ruggs WR - LV Q ,0.00,A. Gibson RB - WAS ,11.50,-,-,-,-,131.38,Jeff,165.70
LeMar,8,M. Ryan QB - ATL ,11.42,D. Brees QB - NO ,23.52,K. Drake RB - ARI ,8.40,D. Henry RB - TEN ,26.00,R. Woods WR - LA ,18.90,--empty--,-,T. Higbee TE - LA ,7.00,K. Allen WR - LAC ,23.70,J. Elliott K - PHI ,13.00,49ers DEF ,13.00,A. Green WR - CIN ,6.10,M. Jones WR - DET ,6.60,J. Landry WR - CLE ,5.60,D. Adams WR - GB ,0.00,J. White RB - NE ,0.00,D. Waller TE - LV ,1.90,E. Engram TE - NYG ,3.70,T. Cohen RB - CHI IR ,5.60,S. Barkley RB - NYG IR ,0.00,-,-,144.94,Dannye Van,183.12
Quinten,4,A. Rodgers QB - GB ,24.52,K. Murray QB - ARI Q ,21.70,C. Carson RB - SEA ,9.10,M. Sanders RB - PHI Q ,12.70,C. Kupp WR - LA Q ,21.20,M. Gallup WR - DAL ,22.80,Z. Ertz TE - PHI ,10.50,A. Robinson WR - CHI ,23.30,J. Tucker K - BAL ,8.00,Steelers DEF ,8.00,P. Rivers QB - IND ,12.68,J. Doyle TE - IND ,0.00,O. Beckham WR - CLE IR ,7.90,R. Mostert RB - SF IR ,0.00,J. Goff QB - LA ,27.24,M. Breida RB - MIA ,0.40,C. Sutton WR - DEN IR ,0.00,D. Swift RB - DET ,2.40,-,-,-,-,161.82,the old man,154.80
bob,5,D. Prescott QB - DAL IR ,27.48,D. Watson QB - HOU ,17.06,N. Chubb RB - CLE ,23.50,D. Montgomery RB - CHI ,6.40,D. Parker WR - MIA ,9.40,S. Diggs WR - BUF ,12.90,H. Hurst TE - ATL ,6.60,J. Kelley RB - LAC ,4.20,M. Prater K - DET ,14.00,Cardinals DEF ,5.00,M. Ingram RB - BAL ,3.00,A. Thielen WR - MIN ,10.80,H. Henry TE - LAC ,7.50,K. Golladay WR - DET Q ,14.70,J. Smith-Schuster WR - PIT ,14.30,N. Hines RB - IND ,8.10,Z. Moss RB - BUF IR ,0.00,J. Burrow QB - CIN IR ,20.38,L. Bell RB - KC ,0.00,C. McCaffrey RB - CAR Q ,0.00,126.54,Will,131.08
the old man,7,P. Mahomes QB - KC Q ,40.00,J. Herbert QB - LAC ,14.70,J. Taylor RB - IND ,12.70,C. Edwards-Helaire RB - KC ,15.90,A. Cooper WR - DAL Q ,13.10,D. Moore WR - CAR ,7.50,J. Smith TE - TEN ,8.60,A. Ekeler RB - LAC Q ,25.80,Z. Gonzalez K - ARI IR ,6.50,Chiefs DEF ,10.00,T. Bridgewater QB - CAR Q ,14.60,D. Carr QB - LV ,15.44,J. Brown WR - BUF ,0.00,W. Fuller WR - HOU ,13.40,K. Hunt RB - CLE ,13.40,G. Kittle TE - SF ,0.00,C. Lamb WR - DAL ,9.10,Ravens DEF ,6.00,P. Campbell WR - IND IR ,0.00,-,-,154.80,Quinten,161.82
Jeff,2,M. Stafford QB - DET ,18.50,R. Wilson QB - SEA ,36.80,M. Gordon RB - DEN ,5.80,A. Kamara RB - NO ,38.20,J. Edelman WR - NE IR ,3.20,T. Lockett WR - SEA ,32.50,M. Andrews TE - BAL ,3.70,J. Mixon RB - CIN IR ,7.50,R. Gould K - SF ,14.00,Bears DEF ,5.50,J. Jones WR - ATL Q ,0.00,R. Tannehill QB - TEN ,12.24,B. Cooks WR - HOU ,3.80,D. Freeman RB ,1.00,P. Lindsay RB - DEN IR ,0.00,M. Gesicki TE - MIA ,8.00,A. Brown WR - TEN Q ,0.00,Bills DEF ,4.50,-,-,-,-,165.70,Tilly,131.38
