Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Will,8,C. Newton QB - NE ,4.36,P. Rivers QB - IND ,17.76,E. Elliott RB - DAL ,6.90,D. Cook RB - MIN ,18.00,M. Evans WR - TB ,7.10,C. Ridley WR - ATL ,22.40,E. Ebron TE - PIT Q ,6.00,T. Hilton WR - IND ,23.10,M. Crosby K - GB ,9.00,Patriots DEF ,6.00,J. Cook TE - NO ,11.20,R. Gronkowski TE - TB ,6.70,L. Murray RB - NO Q ,1.20,C. Wentz QB - PHI ,0.00,L. Fournette RB - TB ,0.00,G. Kittle TE - SF ,0.00,D. Slayton WR - NYG ,4.60,H. Butker K - KC ,7.00,-,-,-,-,120.62,-,-
Dannye Van,2,B. Roethlisberger QB - PIT ,13.48,L. Jackson QB - BAL Q ,34.92,A. Jones RB - GB Q ,8.50,J. Jacobs RB - LV ,8.90,T. Hill WR - KC ,24.60,D. Metcalf WR - SEA ,15.10,N. Fant TE - DEN ,0.00,M. Thomas WR - NO Q ,12.40,Y. Koo K - ATL ,5.00,Browns DEF ,2.50,R. Fitzpatrick QB - MIA ,0.00,D. Hopkins WR - ARI ,18.10,A. Robinson WR - CHI ,22.80,M. Davis RB - CAR Q ,23.80,D. Booker RB - LV ,3.40,K. Golladay WR - DET Q ,0.00,J. Williams RB - GB ,3.80,D. Johnson WR - PIT ,6.00,-,-,-,-,125.40,-,-
Tilly,4,J. Allen QB - BUF ,18.32,J. Herbert QB - LAC ,15.72,N. Hines RB - IND ,9.50,N. Chubb RB - CLE ,23.30,C. Davis WR - TEN ,2.90,T. McLaurin WR - WAS ,3.40,T. Kelce TE - KC ,23.60,M. Sanders RB - PHI Q ,27.60,R. Blankenship K - IND ,14.00,Colts DEF ,13.00,J. Conner RB - PIT ,1.80,C. Godwin WR - TB ,3.50,J. Smith-Schuster WR - PIT ,14.50,T. Hill QB - NO Q ,18.94,B. Mayfield QB - CLE ,30.02,M. Gaskin RB - MIA ,0.00,D. Samuel WR - SF Q ,0.90,J. Dobbins RB - BAL ,13.30,-,-,-,-,151.34,Jeff,131.62
LeMar,6,M. Ryan QB - ATL ,7.26,M. Trubisky QB - CHI ,24.98,K. Drake RB - ARI ,15.50,D. Henry RB - TEN ,35.20,K. Allen WR - LAC ,15.70,D. Adams WR - GB ,21.00,D. Waller TE - LV ,11.00,J. Landry WR - CLE ,8.68,D. Bailey K - MIN ,-0.50,Packers DEF ,5.00,A. Green WR - CIN ,15.20,D. Brees QB - NO ,0.00,M. Jones WR - DET ,6.80,R. Woods WR - LA ,5.60,J. White RB - NE ,2.30,T. Higbee TE - LA ,4.40,E. Engram TE - NYG ,2.80,J. Elliott K - PHI ,6.00,T. Cohen RB - CHI IR ,0.00,S. Barkley RB - NYG IR ,0.00,143.82,-,-
Quinten,1,A. Rodgers QB - GB ,30.90,K. Murray QB - ARI Q ,18.46,C. Carson RB - SEA ,17.30,J. Robinson RB - JAX Q ,10.30,B. Cooks WR - HOU ,0.00,C. Kupp WR - LA Q ,11.80,H. Henry TE - LAC ,7.10,D. Henderson RB - LA IR ,0.50,J. Tucker K - BAL ,8.50,Steelers DEF ,8.50,R. Mostert RB - SF IR ,8.00,J. Goff QB - LA ,14.58,M. Gallup WR - DAL ,3.30,C. Kirk WR - ARI ,2.90,B. Scott RB - PHI ,2.20,D. Singletary RB - BUF ,3.90,D. Carlson K - LV ,9.00,Seahawks DEF ,13.00,O. Beckham WR - CLE IR ,0.00,B. Aiyuk WR - SF Q ,16.90,113.36,-,-
bob,5,T. Brady QB - TB ,15.64,D. Watson QB - HOU ,16.56,W. Gallman RB - NYG ,8.80,D. Montgomery RB - CHI ,23.00,A. Thielen WR - MIN ,5.40,S. Diggs WR - BUF ,24.10,R. Tonyan TE - GB ,12.10,D. Swift RB - DET ,13.00,J. Sanders K - MIA ,9.00,Rams DEF ,22.00,A. Brown WR - TB ,7.40,K. Cousins QB - MIN ,17.10,T. Gurley RB - ATL ,4.10,D. Johnson RB - HOU ,0.00,T. Boyd WR - CIN ,6.80,R. Anderson WR - CAR ,13.70,C. McCaffrey RB - CAR Q ,0.00,C. Akers RB - LA ,20.40,D. Prescott QB - DAL IR ,0.00,-,-,149.60,the old man,138.04
the old man,7,T. Bridgewater QB - CAR Q ,20.42,P. Mahomes QB - KC Q ,18.62,A. Ekeler RB - LAC Q ,19.10,J. Taylor RB - IND ,29.50,A. Cooper WR - DAL Q ,13.10,J. Jefferson WR - MIN ,7.90,T. Hockenson TE - DET ,13.30,C. Edwards-Helaire RB - KC ,11.60,W. Lutz K - NO ,3.00,Ravens DEF ,1.50,D. Carr QB - LV ,23.84,K. Hunt RB - CLE ,26.00,J. Smith TE - TEN ,3.30,A. Lazard WR - GB ,2.90,C. Lamb WR - DAL ,7.10,C. Claypool WR - PIT ,3.00,A. Gibson RB - WAS ,0.00,D. Moore WR - CAR ,0.00,-,-,-,-,138.04,bob,149.60
Jeff,3,R. Tannehill QB - TEN ,16.48,R. Wilson QB - SEA ,22.14,A. Kamara RB - NO ,18.90,R. Jones RB - TB ,14.90,T. Lockett WR - SEA ,7.70,A. Brown WR - TEN Q ,20.70,H. Hurst TE - ATL ,1.20,M. Gordon RB - DEN ,10.60,T. Bass K - BUF ,7.50,Buccaneers DEF ,11.50,M. Stafford QB - DET ,14.36,J. Jones WR - ATL Q ,0.00,C. Beasley WR - BUF Q ,6.60,G. Bernard RB - CIN ,1.80,J. Mixon RB - CIN IR ,0.00,M. Andrews TE - BAL ,10.30,Bears DEF ,18.00,Dolphins DEF ,11.00,-,-,-,-,131.62,Tilly,151.34
