Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Will,8,J. Garoppolo QB - SF ,9.38,L. Jackson QB - BAL ,21.28,D. Johnson RB - HOU ,3.40,A. Jones RB - GB ,14.80,D. Hopkins WR - HOU ,9.70,M. Brown WR - BAL ,5.90,J. Graham TE - GB ,0.00,A. Thielen WR - MIN ,19.10,H. Butker K - KC ,8.50,Cowboys DEF ,13.50,A. Green WR - CIN ,0.00,A. Peterson RB - WAS ,3.90,A. Brown WR ,0.00,J. Brissett QB - IND ,20.80,D. Westbrook WR - JAX ,7.50,J. Conner RB - PIT ,5.70,T. Cohen RB - CHI ,3.40,S. Michel RB - NE ,7.10,D. Guice RB - WAS ,0.00,-,-,105.56,bob,124.56
Dannye Van,1,K. Cousins QB - MIN ,12.56,D. Carr QB - LV ,15.68,D. Cook RB - MIN ,22.30,A. Ekeler RB - LAC ,11.60,M. Evans WR - TB ,41.00,M. Thomas WR - NO ,13.90,T. Kelce TE - KC ,12.40,M. Breida RB - SF ,9.80,B. Maher K ,7.00,Ravens DEF ,0.00,D. Brees QB - NO ,0.00,J. Gordon WR - SEA ,11.40,D. Freeman RB - ATL ,11.00,J. White RB - NE ,0.00,D. Waller TE - LV ,20.60,M. Gallup WR - DAL ,0.00,D. Moore WR - CAR ,12.90,J. Jacobs RB - LV ,4.40,-,-,-,-,146.24,LeMar,120.36
Tilly,7,D. Prescott QB - DAL ,22.54,J. Goff QB - LA ,14.12,E. Elliott RB - DAL ,14.90,N. Chubb RB - CLE ,15.10,D. Adams WR - GB ,7.60,D. Metcalf WR - SEA ,7.70,T. Hockenson TE - DET ,0.60,B. Cooks WR - LA ,16.00,M. Crosby K - GB ,9.00,Colts DEF ,3.00,J. Cook TE - NO ,1.20,L. McCoy RB - KC ,21.50,A. Jeffery WR - PHI ,0.00,D. Williams RB - KC ,0.00,M. Gordon RB - LAC ,0.00,M. Trubisky QB - CHI ,19.44,M. Williams WR - LAC ,6.00,D. Singletary RB - BUF ,0.00,-,-,-,-,110.56,Quinten,165.04
LeMar,6,M. Ryan QB - ATL ,22.46,B. Mayfield QB - CLE ,9.70,K. Johnson RB - DET ,10.80,S. Barkley RB - NYG ,5.70,O. Beckham WR - CLE ,8.60,T. Boyd WR - CIN ,9.80,G. Kittle TE - SF ,8.70,D. Henry RB - TEN ,11.10,G. Zuerlein K - LA ,10.00,Bears DEF ,23.50,T. Ginn WR - NO ,2.50,M. Jones WR - DET ,19.10,S. Watkins WR - KC ,8.90,R. Anderson WR - NYJ ,2.60,P. Lindsay RB - DEN ,27.00,D. Pettis WR - SF ,10.00,K. Ballage RB - MIA ,3.20,T. Pollard RB - DAL ,20.30,-,-,-,-,120.36,Dannye Van,146.24
Quinten,5,T. Brady QB - NE ,20.14,A. Rodgers QB - GB ,13.30,M. Ingram RB - BAL ,33.50,M. Mack RB - IND ,15.80,K. Allen WR - LAC ,37.10,A. Robinson WR - CHI ,9.00,Z. Ertz TE - PHI ,8.40,R. Woods WR - LA ,7.30,S. Gostkowski K - NE ,5.50,Patriots DEF ,15.00,D. Jackson WR - PHI ,0.00,C. Newton QB - CAR ,0.00,V. McDonald TE - PIT ,1.50,D. Johnson RB - ARI ,15.50,P. Barber RB - TB ,6.50,C. Kupp WR - LA ,27.60,R. Penny RB - SEA ,0.00,M. Sanders RB - PHI ,11.60,-,-,-,-,165.04,Tilly,110.56
bob,4,D. Watson QB - HOU ,25.84,K. Murray QB - ARI ,17.82,C. McCaffrey RB - CAR ,26.30,C. Carson RB - SEA ,3.50,K. Golladay WR - DET ,2.70,C. Godwin WR - TB ,5.50,A. Hooper TE - ATL ,21.60,L. Bell RB - NYJ ,8.30,J. Tucker K - BAL ,4.00,Vikings DEF ,9.00,D. Walker TE - TEN ,9.90,J. Winston QB - TB ,25.50,T. Coleman RB - SF ,0.00,R. Mostert RB - SF ,5.90,T. Hill WR - KC ,0.00,R. Freeman RB - DEN ,9.30,C. Kirk WR - ARI ,10.90,D. Chark WR - JAX ,15.60,-,-,-,-,124.56,Will,105.56
the old man,3,C. Wentz QB - PHI ,21.66,P. Mahomes QB - KC ,27.86,L. Fournette RB - JAX ,12.20,D. Montgomery RB - CHI ,9.60,E. Sanders WR - SF ,2.00,J. Jones WR - ATL ,22.80,E. Engram TE - NYG ,20.30,J. Smith-Schuster WR - PIT ,15.60,J. Slye K - CAR ,8.00,Titans DEF ,3.00,J. Edelman WR - NE ,15.70,T. Hilton WR - IND ,16.50,C. Hyde RB - HOU ,7.90,J. Howard RB - PHI ,9.70,C. Ridley WR - ATL ,1.10,J. Allen QB - BUF ,18.32,M. Andrews TE - BAL ,3.00,P. Campbell WR - IND ,3.90,-,-,-,-,143.02,Jeff,193.16
Jeff,2,P. Rivers QB - LAC ,19.62,R. Wilson QB - SEA ,41.34,T. Gurley RB - LA ,4.30,A. Kamara RB - NO ,32.60,T. Lockett WR - SEA ,26.90,A. Cooper WR - DAL ,23.80,W. Dissly TE - SEA ,15.20,J. Mixon RB - CIN ,16.40,W. Lutz K - NO ,2.50,Rams DEF ,10.50,L. Fitzgerald WR - ARI ,12.10,J. Landry WR - CLE ,7.70,M. Brown RB - LA ,0.70,W. Fuller WR - HOU ,7.60,D. Njoku TE - CLE ,0.00,J. Ross WR - CIN ,1.20,N. Hines RB - IND ,4.40,Seahawks DEF ,2.50,G. Tate WR - NYG ,0.00,K. Hunt RB - CLE ,0.00,193.16,the old man,143.02
