Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Will,8,J. Brissett QB - IND ,22.50,L. Jackson QB - BAL ,24.48,J. Conner RB - PIT ,22.50,A. Jones RB - GB ,14.80,D. Hopkins WR - HOU ,4.60,M. Brown WR - BAL ,4.20,G. Olsen TE - CAR ,1.50,A. Thielen WR - MIN ,1.60,H. Butker K - KC ,10.00,Cowboys DEF ,12.00,J. Graham TE - GB ,15.10,A. Green WR - CIN ,0.00,A. Peterson RB - WAS ,2.80,A. Brown WR ,0.00,J. Garoppolo QB - SF ,0.00,D. Johnson RB - HOU ,8.80,T. Cohen RB - CHI ,8.80,S. Michel RB - NE ,6.30,D. Guice RB - WAS ,0.00,-,-,118.18,the old man,126.00
Dannye Van,3,D. Carr QB - LV ,13.46,K. Allen QB - CAR ,3.28,A. Ekeler RB - LAC ,26.70,J. Jacobs RB - LV ,11.80,M. Evans WR - TB ,16.90,M. Thomas WR - NO ,14.00,T. Kelce TE - KC ,12.00,D. Waller TE - LV ,8.80,B. Maher K ,4.00,Ravens DEF ,-2.00,D. Brees QB - NO ,0.00,K. Cousins QB - MIN ,7.32,J. Gordon WR - SEA ,6.10,D. Freeman RB - ATL ,14.00,J. White RB - NE ,9.80,D. Cook RB - MIN ,16.00,M. Gallup WR - DAL ,0.00,D. Moore WR - CAR ,5.90,-,-,-,-,108.94,Quinten,121.08
Tilly,6,D. Prescott QB - DAL ,7.62,J. Goff QB - LA ,20.68,E. Elliott RB - DAL ,13.50,N. Chubb RB - CLE ,37.80,D. Adams WR - GB ,23.00,B. Cooks WR - LA ,10.10,T. Hockenson TE - DET ,10.20,L. McCoy RB - KC ,15.90,M. Crosby K - GB ,9.00,Colts DEF ,3.50,A. Jeffery WR - PHI ,11.30,D. Williams RB - KC ,0.00,M. Gordon RB - LAC ,0.00,J. O'Shaughnessy TE - JAX ,8.30,M. Williams WR - LAC ,0.00,D. Metcalf WR - SEA ,1.10,D. Singletary RB - BUF ,0.00,G. Minshew QB - JAX ,16.72,-,-,-,-,151.30,LeMar,107.06
LeMar,7,M. Ryan QB - ATL ,15.68,B. Mayfield QB - CLE ,15.78,P. Lindsay RB - DEN ,6.50,K. Johnson RB - DET ,14.70,O. Beckham WR - CLE ,3.00,T. Boyd WR - CIN ,4.80,O. Howard TE - TB ,4.80,D. Henry RB - TEN ,11.30,G. Zuerlein K - LA ,12.00,Bears DEF ,18.50,T. Ginn WR - NO ,3.40,M. Jones WR - DET ,9.20,S. Watkins WR - KC ,4.90,R. Anderson WR - NYJ ,0.00,G. Kittle TE - SF ,0.00,K. Ballage RB - MIA ,0.70,S. Barkley RB - NYG ,0.00,T. Pollard RB - DAL ,0.00,-,-,-,-,107.06,Tilly,151.30
Quinten,5,T. Brady QB - NE ,3.70,A. Rodgers QB - GB ,25.48,M. Ingram RB - BAL ,7.60,M. Mack RB - IND ,3.90,K. Allen WR - LAC ,7.30,A. Robinson WR - CHI ,11.20,Z. Ertz TE - PHI ,10.00,C. Kupp WR - LA ,22.40,S. Gostkowski K - NE ,3.50,Patriots DEF ,26.00,D. Jackson WR - PHI ,0.00,C. Newton QB - CAR ,0.00,R. Woods WR - LA ,22.90,V. McDonald TE - PIT ,0.00,D. Johnson RB - ARI ,17.90,P. Barber RB - TB ,7.90,R. Penny RB - SEA ,0.00,M. Sanders RB - PHI ,7.20,-,-,-,-,121.08,Dannye Van,108.94
bob,1,D. Watson QB - HOU ,11.60,K. Murray QB - ARI ,16.34,C. McCaffrey RB - CAR ,28.90,C. Carson RB - SEA ,16.50,K. Golladay WR - DET ,21.20,C. Godwin WR - TB ,35.20,A. Hooper TE - ATL ,17.50,W. Gallman RB - NYG ,24.80,J. Tucker K - BAL ,5.00,Vikings DEF ,4.00,D. Walker TE - TEN ,0.90,L. Bell RB - NYJ ,0.00,J. Winston QB - TB ,29.30,T. Coleman RB - SF ,0.00,T. Hill WR - KC ,0.00,C. Kirk WR - ARI ,6.30,D. Chark WR - JAX ,6.40,T. McLaurin WR - WAS ,0.00,-,-,-,-,181.04,Jeff,123.50
the old man,2,C. Wentz QB - PHI ,19.70,P. Mahomes QB - KC ,18.00,L. Fournette RB - JAX ,25.50,D. Montgomery RB - CHI ,8.20,J. Jones WR - ATL ,7.30,J. Smith-Schuster WR - PIT ,3.00,E. Engram TE - NYG ,7.40,E. Sanders WR - SF ,12.90,J. Slye K - CAR ,12.00,Titans DEF ,12.00,J. Edelman WR - NE ,5.00,T. Hilton WR - IND ,0.00,C. Hyde RB - HOU ,8.40,J. Howard RB - PHI ,31.00,C. Ridley WR - ATL ,4.70,J. Allen QB - BUF ,8.72,M. Andrews TE - BAL ,11.10,P. Campbell WR - IND ,3.00,-,-,-,-,126.00,Will,118.18
Jeff,4,P. Rivers QB - LAC ,20.40,R. Wilson QB - SEA ,14.30,T. Gurley RB - LA ,22.50,A. Kamara RB - NO ,10.40,T. Lockett WR - SEA ,7.10,A. Cooper WR - DAL ,7.30,W. Dissly TE - SEA ,15.20,J. Mixon RB - CIN ,8.30,W. Lutz K - NO ,12.00,Rams DEF ,6.00,L. Fitzgerald WR - ARI ,7.20,J. Landry WR - CLE ,20.70,M. Brown RB - LA ,1.40,S. Diggs WR - MIN ,12.30,W. Fuller WR - HOU ,3.80,D. Njoku TE - CLE ,0.00,J. Ross WR - CIN ,5.10,D. Jones QB - NYG ,12.30,G. Tate WR - NYG ,0.00,K. Hunt RB - CLE ,0.00,123.50,bob,181.04
