Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,RES,Points,Total,Opponent,Opponent Total
Will,6,M. Stafford QB - DET ,11.50,L. Jackson QB - BAL ,30.64,A. Jones RB - GB ,6.00,S. Michel RB - NE ,12.30,D. Hopkins WR - HOU ,12.00,A. Thielen WR - MIN ,14.70,G. Olsen TE - CAR ,7.20,J. Conner RB - PIT ,27.40,H. Butker K - KC ,6.00,Redskins DEF ,12.50,J. Graham TE - GB ,2.70,A. Green WR - CIN ,0.00,F. Gore RB - BUF ,0.00,A. Brown WR ,0.00,E. Ebron TE - IND ,0.00,J. Brissett QB - IND ,0.00,T. Cohen RB - CHI ,0.00,M. Brown WR - BAL ,0.00,D. Guice RB - WAS ,0.00,-,-,140.24,Tilly,127.34
Dannye Van,2,K. Cousins QB - MIN ,27.32,K. Allen QB - CAR ,17.38,D. Cook RB - MIN ,12.40,A. Ekeler RB - LAC ,4.30,M. Evans WR - TB ,16.10,M. Thomas WR - NO ,12.90,T. Kelce TE - KC ,7.80,M. Gallup WR - DAL ,6.80,B. Maher K ,14.00,Ravens DEF ,7.00,D. Brees QB - NO ,0.00,J. Gordon WR - SEA ,1.20,D. Carr QB - LV ,0.00,D. Freeman RB - ATL ,25.30,J. White RB - NE ,9.00,D. Waller TE - LV ,0.00,D. Moore WR - CAR ,12.10,J. Jacobs RB - LV ,0.00,-,-,-,-,126.00,Jeff,95.70
Tilly,7,D. Prescott QB - DAL ,18.22,G. Minshew QB - JAX ,4.62,E. Elliott RB - DAL ,23.80,N. Chubb RB - CLE ,26.40,A. Jeffery WR - PHI ,18.60,D. Metcalf WR - SEA ,9.30,T. Hockenson TE - DET ,4.10,M. Gordon RB - LAC ,6.30,M. Crosby K - GB ,11.00,Chargers DEF ,5.00,L. McCoy RB - KC ,5.40,D. Adams WR - GB ,0.00,B. Cooks WR - LA ,4.70,D. Williams RB - KC ,8.50,J. Goff QB - LA ,1.12,M. Williams WR - LAC ,9.70,D. Singletary RB - BUF ,0.00,Colts DEF ,0.00,-,-,-,-,127.34,Will,140.24
LeMar,8,M. Ryan QB - ATL ,30.94,B. Mayfield QB - CLE ,19.46,D. Henry RB - TEN ,3.80,P. Lindsay RB - DEN ,14.50,O. Beckham WR - CLE ,13.10,T. Boyd WR - CIN ,2.50,G. Kittle TE - SF ,14.30,K. Johnson RB - DET ,13.10,G. Zuerlein K - LA ,1.00,Chiefs DEF ,5.00,T. Ginn WR - NO ,5.80,M. Jones WR - DET ,2.70,S. Watkins WR - KC ,0.00,R. Anderson WR - NYJ ,21.00,O. Howard TE - TB ,4.50,K. Ballage RB - MIA ,6.70,S. Barkley RB - NYG ,0.00,Bears DEF ,0.00,-,-,-,-,117.70,Quinten,133.88
Quinten,3,T. Brady QB - NE ,21.96,A. Rodgers QB - GB ,18.32,M. Ingram RB - BAL ,14.40,D. Johnson RB - ARI ,25.20,K. Allen WR - LAC ,4.30,C. Kupp WR - LA ,3.70,Z. Ertz TE - PHI ,5.40,R. Woods WR - LA ,7.60,M. Gay K - TB ,6.00,Patriots DEF ,27.00,D. Jackson WR - PHI ,0.00,C. Newton QB - CAR ,0.00,V. McDonald TE - PIT ,1.00,A. Robinson WR - CHI ,0.00,P. Barber RB - TB ,2.80,M. Mack RB - IND ,0.00,M. Sanders RB - PHI ,16.70,A. Vinatieri K - IND ,0.00,-,-,-,-,133.88,LeMar,117.70
bob,1,D. Watson QB - HOU ,29.40,K. Murray QB - ARI ,28.80,L. Bell RB - NYJ ,11.80,C. McCaffrey RB - CAR ,19.70,C. Godwin WR - TB ,20.10,D. Chark WR - JAX ,5.80,A. Hooper TE - ATL ,21.70,C. Carson RB - SEA ,23.90,J. Tucker K - BAL ,11.00,49ers DEF ,11.00,D. Walker TE - TEN ,5.80,J. Winston QB - TB ,12.10,T. Coleman RB - SF ,13.10,T. Hill WR - KC ,22.50,K. Golladay WR - DET ,14.60,M. Breida RB - SF ,8.30,C. Sutton WR - DEN ,9.60,T. McLaurin WR - WAS ,24.00,-,-,-,-,183.20,the old man,133.86
the old man,5,C. Wentz QB - PHI ,20.54,P. Mahomes QB - KC ,18.82,C. Hyde RB - HOU ,17.50,L. Fournette RB - JAX ,14.80,J. Edelman WR - NE ,15.80,J. Jones WR - ATL ,14.80,M. Andrews TE - BAL ,10.90,J. Smith-Schuster WR - PIT ,1.20,J. Slye K - CAR ,13.00,Titans DEF ,6.50,E. Sanders WR - SF ,0.50,T. Hilton WR - IND ,0.00,J. Howard RB - PHI ,4.90,E. Engram TE - NYG ,0.00,R. Freeman RB - DEN ,10.10,C. Ridley WR - ATL ,12.80,J. Allen QB - BUF ,0.00,D. Montgomery RB - CHI ,0.00,-,-,-,-,133.86,bob,183.20
Jeff,4,P. Rivers QB - LAC ,14.80,R. Wilson QB - SEA ,28.90,J. Mixon RB - CIN ,4.90,A. Kamara RB - NO ,10.10,T. Lockett WR - SEA ,10.30,A. Cooper WR - DAL ,0.80,W. Dissly TE - SEA ,0.00,L. Fitzgerald WR - ARI ,9.90,W. Lutz K - NO ,7.00,Rams DEF ,9.00,G. Tate WR - NYG ,19.20,J. Landry WR - CLE ,5.10,M. Brown RB - LA ,4.00,T. Gurley RB - LA ,0.00,S. Diggs WR - MIN ,40.00,W. Fuller WR - HOU ,6.90,D. Jones QB - NYG ,5.24,Packers DEF ,4.00,K. Hunt RB - CLE ,0.00,D. Njoku TE - CLE ,0.00,95.70,Dannye Van,126.00
