Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Will,8,D. Prescott QB - DAL ,17.68,G. Minshew QB - JAX ,18.74,E. Elliott RB - DAL ,29.50,A. Jones RB - GB ,17.10,M. Brown WR - BAL ,12.50,B. Johnson WR - MIN ,3.00,D. Fells TE - HOU ,0.70,J. Conner RB - PIT ,13.10,W. Lutz K - NO ,10.00,Vikings DEF ,28.50,M. Stafford QB - DET ,0.00,A. Green WR - CIN ,0.00,A. Thielen WR - MIN ,4.50,B. Hill RB - ATL ,1.60,D. Guice RB - WAS ,0.00,D. Jones QB - NYG ,0.00,H. Butker K - KC ,9.00,Saints DEF ,6.00,150.82,-,-
Dannye Van,1,D. Brees QB - NO ,28.28,R. Fitzpatrick QB - MIA ,20.46,D. Cook RB - MIN ,5.80,J. Jacobs RB - LV ,11.90,M. Thomas WR - NO ,24.80,D. Moore WR - CAR ,16.30,T. Kelce TE - KC ,19.70,A. Ekeler RB - LAC ,10.60,J. Tucker K - BAL ,3.50,Ravens DEF ,7.00,K. Cousins QB - MIN ,11.68,D. Freeman RB - ATL ,6.50,J. White RB - NE ,13.70,D. Waller TE - LV ,16.20,R. Mostert RB - SF ,10.40,M. Gallup WR - DAL ,1.10,D. Slayton WR - NYG ,10.10,-,-,148.34,LeMar,116.28
Tilly,7,J. Goff QB - LA ,17.56,L. Jackson QB - BAL ,37.08,M. Gordon RB - LAC ,4.90,N. Chubb RB - CLE ,22.30,D. Hopkins WR - HOU ,14.90,J. Crowder WR - NYJ ,24.00,I. Smith TE - MIN ,7.80,D. Adams WR - GB ,19.80,M. Crosby K - GB ,3.00,Colts DEF ,0.00,L. McCoy RB - KC ,1.60,A. Jeffery WR - PHI ,0.00,J. Brown WR - BUF ,13.40,K. Allen QB - CAR ,11.58,T. Hockenson TE - DET ,0.00,D. Metcalf WR - SEA ,10.60,D. Singletary RB - BUF ,7.90,Panthers DEF ,4.00,151.34,-,-
LeMar,5,J. Garoppolo QB - SF ,12.60,B. Mayfield QB - CLE ,16.98,D. Henry RB - TEN ,8.60,S. Barkley RB - NYG ,28.30,O. Beckham WR - CLE ,10.60,T. Boyd WR - CIN ,4.10,G. Kittle TE - SF ,19.90,P. Lindsay RB - DEN ,3.20,D. Carlson K - LV ,10.00,Bears DEF ,2.00,M. Ryan QB - ATL ,19.10,J. Cook TE - NO ,7.40,T. Ginn WR - NO ,1.80,M. Jones WR - DET ,0.00,S. Watkins WR - KC ,8.40,R. Anderson WR - NYJ ,10.60,K. Johnson RB - DET ,0.00,K. Ballage RB - MIA ,0.00,116.28,Dannye Van,148.34
Quinten,4,T. Brady QB - NE ,12.92,A. Rodgers QB - GB ,14.42,M. Ingram RB - BAL ,23.10,M. Sanders RB - PHI ,32.20,K. Allen WR - LAC ,14.40,A. Robinson WR - CHI ,16.00,Z. Ertz TE - PHI ,14.60,C. Kupp WR - LA ,13.10,J. Myers K - SEA ,5.50,Patriots DEF ,20.50,R. Woods WR - LA ,3.70,V. McDonald TE - PIT ,0.00,D. Johnson RB - ARI ,0.60,J. Williams RB - IND ,0.00,J. Brissett QB - IND ,7.30,P. Barber RB - TB ,5.00,M. Mack RB - IND ,1.90,Chiefs DEF ,12.00,166.74,-,-
bob,2,J. Winston QB - TB ,32.72,D. Watson QB - HOU ,16.92,C. McCaffrey RB - CAR ,33.50,C. Carson RB - SEA ,26.20,T. Hill WR - KC ,21.30,C. Godwin WR - TB ,14.60,A. Hooper TE - ATL ,3.50,L. Bell RB - NYJ ,9.80,G. Zuerlein K - LA ,1.00,49ers DEF ,5.00,D. Parker WR - MIA ,21.20,T. Coleman RB - SF ,4.00,T. Higbee TE - LA ,17.10,K. Golladay WR - DET ,5.90,C. Sutton WR - DEN ,9.90,D. Chark WR - JAX ,0.00,A. Brown WR - TEN ,21.40,K. Murray QB - ARI ,16.36,164.54,Jeff,121.50
the old man,6,C. Wentz QB - PHI ,21.54,P. Mahomes QB - KC ,22.70,C. Hyde RB - HOU ,16.40,L. Fournette RB - JAX ,9.80,J. Jones WR - ATL ,31.90,W. Fuller WR - HOU ,8.60,M. Andrews TE - BAL ,13.20,K. Drake RB - ARI ,39.10,Z. Gonzalez K - ARI ,8.00,Eagles DEF ,10.00,J. Edelman WR - NE ,1.90,E. Sanders WR - SF ,1.90,T. Hilton WR - IND ,4.50,R. Jones RB - TB ,5.40,C. Ridley WR - ATL ,0.00,J. Allen QB - BUF ,16.36,D. Montgomery RB - CHI ,5.40,D. Samuel WR - SF ,4.20,181.24,-,-
Jeff,3,R. Tannehill QB - TEN ,24.16,R. Wilson QB - SEA ,19.34,T. Gurley RB - LA ,19.30,A. Kamara RB - NO ,11.40,J. Landry WR - CLE ,4.80,S. Diggs WR - MIN ,10.00,H. Henry TE - LAC ,1.90,K. Hunt RB - CLE ,11.60,M. Prater K - DET ,5.00,Packers DEF ,14.00,G. Tate WR - NYG ,11.60,P. Rivers QB - LAC ,8.28,T. Lockett WR - SEA ,22.00,A. Cooper WR - DAL ,2.40,J. Mixon RB - CIN ,17.10,D. Njoku TE - CLE ,0.00,J. Hollister TE - SEA ,3.80,Rams DEF ,-4.00,121.50,bob,164.54
