Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Will,5,B. Roethlisberger QB - PIT ,21.06,P. Mahomes QB - KC ,26.98,C. Hyde RB - JAX ,3.40,J. White RB - NE ,11.70,A. Brown WR - PIT ,19.00,M. Evans WR - TB ,7.80,Z. Ertz TE - PHI ,13.80,T. Boyd WR - CIN ,21.70,R. Gould K - SF ,12.00,Texans DEF ,19.00,L. McCoy RB - BUF ,10.90,A. Peterson RB - WAS ,9.70,L. Miller RB - HOU ,8.10,V. McDonald TE - PIT ,10.30,L. Fournette RB - JAX ,0.00,A. Ekeler RB - LAC ,6.00,N. Hines RB - IND ,4.50,C. Ridley WR - ATL ,6.20,156.44,the old man,191.16
Dannye Van,4,A. Dalton QB - CIN ,17.16,K. Cousins QB - MIN ,17.12,T. Coleman RB - ATL ,10.60,C. McCaffrey RB - CAR ,10.10,Q. Enunwa WR - NYJ ,-0.60,S. Diggs WR - MIN ,5.70,J. Reed TE - WAS ,6.10,A. Jones RB - GB ,4.10,J. Elliott K - PHI ,10.00,Rams DEF ,5.00,M. Goodwin WR - SF ,27.10,M. Mariota QB - TEN ,7.18,M. Thomas WR - NO ,0.00,A. Kamara RB - NO ,0.00,K. Golladay WR - DET ,0.00,M. Williams WR - LAC ,1.90,M. Breida RB - SF ,12.10,K. Johnson RB - DET ,0.00,85.28,Jeff,94.10
Tilly,6,D. Watson QB - HOU ,5.28,B. Mayfield QB - CLE ,12.32,J. Conner RB - PIT ,26.90,N. Chubb RB - CLE ,2.50,A. Jeffery WR - PHI ,23.40,J. Smith-Schuster WR - PIT ,16.60,J. Graham TE - GB ,12.90,C. Kupp WR - LA ,1.20,A. Vinatieri K - IND ,10.00,Jaguars DEF ,-1.00,D. Amendola WR - MIA ,9.90,R. Wilson QB - SEA ,20.88,L. Bell RB - PIT ,0.00,E. Ebron TE - IND ,15.00,D. Funchess WR - CAR ,15.90,N. Agholor WR - PHI ,10.60,R. Freeman RB - DEN ,2.20,Colts DEF ,2.00,110.10,LeMar,211.24
LeMar,2,A. Rodgers QB - GB ,28.40,A. Luck QB - IND ,22.74,M. Gordon RB - LAC ,34.00,S. Barkley RB - NYG ,33.40,A. Thielen WR - MIN ,23.80,B. Cooks WR - LA ,6.30,G. Kittle TE - SF ,5.00,R. Woods WR - LA ,15.60,S. Gostkowski K - NE ,21.00,Ravens DEF ,21.00,D. Baldwin WR - SEA ,12.10,M. Jones WR - DET ,0.00,G. Bernard RB - CIN ,0.00,J. Crowder WR - WAS ,0.00,D. Henry RB - TEN ,3.10,E. Engram TE - NYG ,0.00,M. Mack RB - IND ,9.80,Packers DEF ,7.00,211.24,Tilly,110.10
Quinten,3,T. Brady QB - NE ,21.80,J. Goff QB - LA ,7.44,K. Hunt RB ,27.00,S. Michel RB - NE ,22.60,D. Hopkins WR - HOU ,14.80,D. Adams WR - GB ,30.20,T. Burton TE - CHI ,10.30,C. Davis WR - TEN ,2.90,M. Bryant K - ATL ,12.00,Eagles DEF ,10.00,L. Fitzgerald WR - ARI ,6.40,B. Watson TE - NO ,0.00,T. Ginn WR - NO ,0.00,C. Thompson RB - WAS ,0.00,A. Robinson WR - CHI ,14.90,J. Winston QB - TB ,30.70,J. Mixon RB - CIN ,16.40,T. Cohen RB - CHI ,19.60,159.04,bob,126.38
bob,8,B. Bortles QB - JAX ,10.16,C. Wentz QB - PHI ,24.52,E. Elliott RB - DAL ,18.20,P. Lindsay RB - DEN ,9.60,D. Jackson WR - TB ,10.40,J. Jones WR - ATL ,19.40,T. Kelce TE - KC ,8.60,T. Lockett WR - SEA ,9.50,J. Tucker K - BAL ,3.00,Jets DEF ,13.00,M. Stafford QB - DET ,0.00,D. Thomas WR - HOU ,13.20,K. Allen WR - LAC ,12.30,S. Watkins WR - KC ,2.70,J. Brown WR - BAL ,3.80,I. Crowell RB - NYJ ,6.20,J. Howard RB - CHI ,4.90,W. Smallwood RB - PHI ,5.60,126.38,Quinten,159.04
the old man,1,A. Smith QB - WAS ,15.82,M. Trubisky QB - CHI ,27.34,T. Yeldon RB - JAX ,8.50,T. Gurley RB - LA ,35.50,E. Sanders WR - DEN ,21.00,T. Hill WR - KC ,35.70,R. Gronkowski TE - NE ,11.20,J. Edelman WR - NE ,14.10,M. Crosby K - GB ,17.00,Bears DEF ,5.00,M. Lynch RB - LV ,7.40,D. Brees QB - NO ,0.00,T. Hilton WR - IND ,0.00,J. James TE - PIT ,5.10,W. Fuller WR - HOU ,4.30,A. Collins RB - BAL ,17.40,D. Cook RB - MIN ,0.00,Titans DEF ,2.00,191.16,Will,156.44
Jeff,7,M. Ryan QB - ATL ,27.50,C. Newton QB - CAR ,23.30,D. Johnson RB - ARI ,11.90,C. Carson RB - SEA ,5.90,A. Green WR - CIN ,12.00,O. Beckham WR - NYG ,7.40,J. Cook TE - LV ,2.00,J. Landry WR - CLE ,2.10,R. Bullock K - CIN ,3.00,Browns DEF ,-1.00,G. Tate WR - PHI ,0.00,K. Rudolph TE - MIN ,5.70,R. Cobb WR - GB ,0.00,M. Ingram RB - NO ,0.00,P. Rivers QB - LAC ,14.28,J. Gordon WR - NE ,6.70,D. Freeman RB - ATL ,0.00,J. Williams RB - GB ,4.40,94.10,Dannye Van,85.28
