Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Will,3,B. Roethlisberger QB - PIT ,16.88,P. Mahomes QB - KC ,26.02,L. Murray RB - MIN ,18.00,J. White RB - NE ,20.40,A. Brown WR - PIT ,22.40,M. Evans WR - TB ,26.90,Z. Ertz TE - PHI ,10.60,A. Peterson RB - WAS ,26.10,R. Gould K - SF ,7.00,Texans DEF ,4.00,J. Flacco QB - BAL ,9.08,L. McCoy RB - BUF ,12.50,L. Miller RB - HOU ,19.30,A. Cooper WR - DAL ,0.00,T. Boyd WR - CIN ,24.10,L. Fournette RB - JAX ,0.00,A. Ekeler RB - LAC ,0.00,C. Ridley WR - ATL ,0.00,178.30,Dannye Van,142.16
Dannye Van,5,A. Dalton QB - CIN ,20.20,K. Cousins QB - MIN ,20.66,C. McCaffrey RB - CAR ,19.60,A. Kamara RB - NO ,23.10,S. Diggs WR - MIN ,22.90,M. Thomas WR - NO ,10.60,D. Njoku TE - CLE ,0.00,K. Johnson RB - DET ,12.10,J. Elliott K - PHI ,6.00,Rams DEF ,7.00,M. Goodwin WR - SF ,12.00,J. Reed TE - WAS ,7.30,T. Coleman RB - ATL ,0.00,M. Mariota QB - TEN ,0.00,K. Golladay WR - DET ,1.70,A. Jones RB - GB ,15.60,M. Williams WR - LAC ,0.00,M. Breida RB - SF ,4.20,142.16,Will,178.30
Tilly,7,D. Watson QB - HOU ,30.96,B. Mayfield QB - CLE ,14.10,J. Conner RB - PIT ,35.70,N. Chubb RB - CLE ,8.50,A. Jeffery WR - PHI ,5.50,D. Funchess WR - CAR ,4.20,E. Ebron TE - IND ,11.20,D. Amendola WR - MIA ,11.92,A. Vinatieri K - IND ,10.00,Colts DEF ,1.00,J. Graham TE - GB ,2.60,R. Wilson QB - SEA ,23.42,L. Bell RB - PIT ,0.00,N. Agholor WR - PHI ,7.80,C. Kupp WR - LA ,0.00,C. Clement RB - PHI ,1.00,R. Freeman RB - DEN ,0.00,Jaguars DEF ,8.00,133.08,Quinten,141.16
LeMar,1,A. Rodgers QB - GB ,15.94,A. Luck QB - IND ,23.36,M. Mack RB - IND ,27.90,S. Barkley RB - NYG ,15.60,M. Jones WR - DET ,27.20,A. Thielen WR - MIN ,19.30,G. Kittle TE - SF ,8.20,R. Woods WR - LA ,9.50,S. Gostkowski K - NE ,13.00,Ravens DEF ,-4.00,E. Manning QB - NYG ,12.64,D. Baldwin WR - SEA ,3.60,G. Bernard RB - CIN ,0.00,B. Cooks WR - LA ,9.80,J. Crowder WR - WAS ,0.00,M. Gordon RB - LAC ,0.00,D. Henry RB - TEN ,0.00,E. Engram TE - NYG ,11.00,156.00,bob,129.44
Quinten,4,T. Brady QB - NE ,13.76,J. Goff QB - LA ,26.50,K. Hunt RB ,17.10,J. Mixon RB - CIN ,27.30,D. Hopkins WR - HOU ,23.20,D. Adams WR - GB ,15.80,T. Burton TE - CHI ,3.30,C. Thompson RB - WAS ,3.20,P. Dawson K - ARI ,4.00,Eagles DEF ,7.00,L. Fitzgerald WR - ARI ,22.20,B. Watson TE - NO ,0.00,A. Robinson WR - CHI ,0.00,J. Winston QB - TB ,8.84,C. Davis WR - TEN ,0.00,J. Smith-Schuster WR - PIT ,5.30,T. Cohen RB - CHI ,17.50,S. Michel RB - NE ,0.00,141.16,Tilly,133.08
bob,8,M. Stafford QB - DET ,17.00,C. Wentz QB - PHI ,23.14,I. Crowell RB - NYJ ,4.30,K. Drake RB - MIA ,22.50,O. Beckham WR - NYG ,17.60,J. Brown WR - BAL ,4.30,T. Kelce TE - KC ,16.90,P. Lindsay RB - DEN ,18.70,J. Tucker K - BAL ,3.00,Jets DEF ,2.00,J. Nelson WR - LV ,1.90,D. Jackson WR - TB ,14.70,D. Thomas WR - HOU ,4.50,J. Jones WR - ATL ,0.00,P. Rivers QB - LAC ,0.00,T. Lockett WR - SEA ,11.70,S. Shepard WR - NYG ,5.40,J. Howard RB - CHI ,14.10,129.44,LeMar,156.00
the old man,2,D. Brees QB - NO ,6.80,M. Trubisky QB - CHI ,21.90,T. Gurley RB - LA ,30.50,A. Collins RB - BAL ,11.30,E. Sanders WR - DEN ,7.10,T. Hill WR - KC ,8.50,R. Gronkowski TE - NE ,5.80,J. Edelman WR - NE ,16.20,H. Butker K - KC ,6.00,Bears DEF ,5.00,A. Smith QB - WAS ,12.42,T. Hilton WR - IND ,3.90,T. Yeldon RB - JAX ,12.50,A. Hooper TE - ATL ,0.00,D. Cook RB - MIN ,0.00,Titans DEF ,0.00,-,-,-,-,119.10,Jeff,146.32
Jeff,6,C. Newton QB - CAR ,27.96,D. Carr QB - LV ,27.76,D. Johnson RB - ARI ,12.00,C. Carson RB - SEA ,19.40,G. Tate WR - PHI ,8.80,A. Green WR - CIN ,16.10,J. Cook TE - LV ,15.40,J. Landry WR - CLE ,7.90,R. Bullock K - CIN ,7.00,Browns DEF ,4.00,M. Ryan QB - ATL ,0.00,R. Cobb WR - GB ,6.00,M. Ingram RB - NO ,10.70,J. Gordon WR - NE ,6.20,K. Allen WR - LAC ,0.00,D. Freeman RB - ATL ,0.00,E. Elliott RB - DAL ,0.00,O. Howard TE - TB ,14.80,146.32,the old man,119.10
