Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Will,8,M. Ryan QB - ATL ,8.84,B. Roethlisberger QB - PIT ,9.00,L. McCoy RB - BUF ,2.60,L. Fournette RB - JAX ,7.00,A. Brown WR - PIT ,19.80,M. Evans WR - TB ,24.20,Z. Ertz TE - PHI ,7.30,L. Miller RB - HOU ,11.40,R. Gould K - SF ,10.00,Chargers DEF ,-3.00,P. Garcon WR - SF ,3.10,A. Peterson RB - WAS ,21.60,J. Doyle TE - IND ,7.50,C. Hyde RB - JAX ,13.00,J. White RB - NE ,13.60,D. Johnson RB - CLE ,3.00,P. Mahomes QB - KC ,28.34,A. Ekeler RB - LAC ,21.10,97.14,Dannye Van,140.58
Dannye Van,2,K. Cousins QB - MIN ,20.36,M. Mariota QB - TEN ,1.62,C. McCaffrey RB - CAR ,10.50,A. Kamara RB - NO ,38.60,S. Diggs WR - MIN ,12.60,M. Thomas WR - NO ,30.00,G. Olsen TE - CAR ,4.30,C. Hogan WR - NE ,1.60,J. Elliott K - PHI ,4.00,Rams DEF ,17.00,M. Goodwin WR - SF ,0.00,J. Garoppolo QB - SF ,9.04,D. Parker WR - MIA ,0.00,T. Coleman RB - ATL ,11.00,M. Breida RB - SF ,5.60,K. Johnson RB - DET ,5.20,C. Ridley WR - ATL ,0.00,Texans DEF ,8.00,140.58,Will,97.14
Tilly,3,R. Wilson QB - SEA ,20.42,D. Watson QB - HOU ,11.04,J. Conner RB - PIT ,31.70,R. Freeman RB - DEN ,7.10,C. Kupp WR - LA ,15.30,J. Smith-Schuster WR - PIT ,14.40,J. Graham TE - GB ,1.80,D. Amendola WR - MIA ,4.60,A. Vinatieri K - IND ,13.00,Jaguars DEF ,13.00,A. Jeffery WR - PHI ,0.00,L. Bell RB - PIT ,0.00,E. Ebron TE - IND ,13.10,D. Carr QB - LV ,6.22,D. Funchess WR - CAR ,5.60,N. Agholor WR - PHI ,9.50,N. Chubb RB - CLE ,2.10,Seahawks DEF ,7.00,132.36,Quinten,131.50
LeMar,4,A. Rodgers QB - GB ,24.94,A. Luck QB - IND ,19.46,M. Gordon RB - LAC ,23.10,S. Barkley RB - NYG ,19.80,D. Baldwin WR - SEA ,0.00,B. Cooks WR - LA ,11.80,E. Engram TE - NYG ,2.80,D. Henry RB - TEN ,3.60,S. Gostkowski K - NE ,9.00,Ravens DEF ,17.00,M. Jones WR - DET ,7.40,G. Bernard RB - CIN ,1.40,J. Reed TE - WAS ,12.80,R. Woods WR - LA ,5.80,A. Thielen WR - MIN ,13.20,J. Crowder WR - WAS ,4.70,M. Mack RB - IND ,0.00,Patriots DEF ,8.00,131.50,bob,116.24
Quinten,5,T. Brady QB - NE ,21.28,J. Goff QB - LA ,17.22,K. Hunt RB ,4.90,J. Mixon RB - CIN ,23.40,L. Fitzgerald WR - ARI ,11.10,D. Hopkins WR - HOU ,11.10,D. Walker TE - TEN ,7.20,D. Adams WR - GB ,17.30,M. Bryant K - ATL ,8.00,Eagles DEF ,10.00,C. Thompson RB - WAS ,21.80,A. Robinson WR - CHI ,8.10,J. McKinnon RB - SF ,0.00,T. Burton TE - CHI ,2.00,J. Winston QB - TB ,0.00,C. Davis WR - TEN ,9.20,T. Cohen RB - CHI ,5.60,S. Michel RB - NE ,0.00,131.50,Tilly,132.36
bob,7,M. Stafford QB - DET ,8.04,D. Prescott QB - DAL ,8.70,E. Elliott RB - DAL ,16.10,J. Howard RB - CHI ,13.20,J. Jones WR - ATL ,23.00,K. Allen WR - LAC ,20.80,T. Kelce TE - KC ,1.10,A. Cooper WR - DAL ,2.30,J. Tucker K - BAL ,11.00,Broncos DEF ,12.00,M. Crabtree WR - BAL ,11.30,D. Thomas WR - HOU ,15.30,D. Lewis RB - TEN ,19.50,R. Burkhead RB - NE ,7.40,S. Watkins WR - KC ,3.60,J. Ajayi RB - PHI ,20.20,C. Wentz QB - PHI ,0.00,D. Njoku TE - CLE ,2.80,116.24,LeMar,131.50
the old man,1,D. Brees QB - NO ,31.56,A. Smith QB - WAS ,19.60,T. Gurley RB - LA ,22.20,D. Cook RB - MIN ,10.50,T. Hilton WR - IND ,13.10,T. Hill WR - KC ,32.80,R. Gronkowski TE - NE ,19.80,A. Collins RB - BAL ,6.40,G. Zuerlein K - LA ,17.00,Vikings DEF ,18.00,J. Edelman WR - NE ,0.00,E. Sanders WR - DEN ,24.50,M. Lynch RB - LV ,11.90,R. Tannehill QB - MIA ,13.60,K. Benjamin WR - KC ,1.50,K. Drake RB - MIA ,8.10,W. Fuller WR - HOU ,0.00,R. Penny RB - SEA ,6.30,190.96,Jeff,125.30
Jeff,6,C. Newton QB - CAR ,18.24,P. Rivers QB - LAC ,28.96,D. Freeman RB - ATL ,6.50,D. Johnson RB - ARI ,15.20,A. Green WR - CIN ,16.20,O. Beckham WR - NYG ,16.50,K. Rudolph TE - MIN ,7.60,J. Landry WR - CLE ,14.10,D. Carlson K - LV ,6.00,Saints DEF ,-4.00,J. Cook TE - LV ,22.50,G. Tate WR - PHI ,17.40,R. Cobb WR - GB ,24.70,M. Ingram RB - NO ,0.00,C. Keenum QB - DEN ,19.16,J. Gordon WR - NE ,8.20,J. Williams RB - GB ,4.70,C. Carson RB - SEA ,7.40,125.30,the old man,190.96
