Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Will,2,B. Roethlisberger QB - PIT ,17.24,P. Mahomes QB - KC ,33.00,L. Miller RB - HOU ,12.00,G. Edwards RB - BAL ,8.20,A. Brown WR - PIT ,26.40,M. Evans WR - TB ,6.80,Z. Ertz TE - PHI ,12.80,C. Ridley WR - ATL ,3.70,A. Vinatieri K - IND ,0.00,Texans DEF ,18.00,L. McCoy RB - BUF ,8.40,G. Olsen TE - CAR ,1.80,A. Peterson RB - WAS ,15.80,J. White RB - NE ,15.30,T. Boyd WR - CIN ,12.70,L. Fournette RB - JAX ,0.00,N. Mullens QB - SF ,22.66,Chargers DEF ,8.00,138.14,the old man,127.44
Dannye Van,4,P. Rivers QB - LAC ,23.96,K. Cousins QB - MIN ,8.04,C. McCaffrey RB - CAR ,26.60,A. Kamara RB - NO ,11.20,M. Thomas WR - NO ,6.50,K. Golladay WR - DET ,6.50,D. Njoku TE - CLE ,2.30,A. Jones RB - GB ,13.20,W. Lutz K - NO ,4.00,Rams DEF ,9.00,R. Fitzpatrick QB - TB ,0.00,M. Goodwin WR - SF ,0.00,S. Diggs WR - MIN ,7.40,M. Breida RB - SF ,7.20,K. Johnson RB - DET ,0.00,-,-,-,-,-,-,111.30,Jeff,121.34
Tilly,7,R. Wilson QB - SEA ,24.80,D. Watson QB - HOU ,15.96,J. Conner RB - PIT ,20.90,N. Chubb RB - CLE ,14.70,A. Cooper WR - DAL ,9.60,D. Moore WR - CAR ,8.50,E. Ebron TE - IND ,10.20,J. Adams RB - PHI ,8.50,M. Prater K - DET ,10.00,Colts DEF ,12.00,J. Graham TE - GB ,9.00,D. Lewis RB - TEN ,4.40,A. Jeffery WR - PHI ,4.60,D. Moncrief WR - JAX ,5.50,D. Williams RB - KC ,5.50,D. Funchess WR - CAR ,7.50,B. Mayfield QB - CLE ,13.88,Broncos DEF ,14.00,135.16,LeMar,102.04
LeMar,3,A. Rodgers QB - GB ,15.32,A. Luck QB - IND ,9.52,A. Ekeler RB - LAC ,6.80,S. Barkley RB - NYG ,16.10,A. Thielen WR - MIN ,11.30,B. Cooks WR - LA ,8.20,G. Kittle TE - SF ,10.00,M. Mack RB - IND ,3.80,S. Gostkowski K - NE ,6.00,Ravens DEF ,15.00,D. Baldwin WR - SEA ,9.20,M. Jones WR - DET ,0.00,G. Bernard RB - CIN ,7.60,R. Woods WR - LA ,16.30,J. Crowder WR - WAS ,5.10,M. Gordon RB - LAC ,0.00,D. Henry RB - TEN ,11.50,E. Engram TE - NYG ,0.00,102.04,Tilly,135.16
Quinten,5,T. Brady QB - NE ,14.94,J. Goff QB - LA ,8.08,K. Hunt RB ,0.00,J. Mixon RB - CIN ,10.50,D. Hopkins WR - HOU ,12.60,D. Adams WR - GB ,19.30,T. Burton TE - CHI ,0.00,J. Smith-Schuster WR - PIT ,7.90,G. Gano K - CAR ,5.00,Patriots DEF ,10.00,L. Fitzgerald WR - ARI ,6.30,B. Watson TE - NO ,0.00,C. Thompson RB - WAS ,3.60,A. Robinson WR - CHI ,10.40,D. Prescott QB - DAL ,14.16,C. Davis WR - TEN ,12.90,T. Cohen RB - CHI ,28.64,S. Michel RB - NE ,7.50,88.32,bob,147.40
bob,8,C. Wentz QB - PHI ,19.84,L. Jackson QB - BAL ,16.50,K. Drake RB - MIA ,11.40,P. Lindsay RB - DEN ,28.40,J. Jones WR - ATL ,2.80,O. Beckham WR - NYG ,16.96,T. Kelce TE - KC ,32.80,T. Lockett WR - SEA ,12.70,M. Crosby K - GB ,5.00,Redskins DEF ,1.00,D. Jackson WR - TB ,0.00,D. Thomas WR - HOU ,4.70,J. Brown WR - BAL ,0.00,I. Crowell RB - NYJ ,12.70,T. Coleman RB - ATL ,1.60,S. Shepard WR - NYG ,4.80,J. Howard RB - CHI ,8.50,M. Williams WR - LAC ,6.70,147.40,Quinten,88.32
the old man,1,D. Brees QB - NO ,7.28,J. Winston QB - TB ,22.76,T. Gurley RB - LA ,30.00,D. Cook RB - MIN ,14.60,T. Hilton WR - IND ,11.70,T. Hill WR - KC ,5.50,R. Gronkowski TE - NE ,4.10,J. Edelman WR - NE ,7.50,K. Fairbairn K - HOU ,19.00,Bears DEF ,5.00,E. Sanders WR - DEN ,3.90,D. Parker WR - MIA ,12.30,T. Yeldon RB - JAX ,10.00,A. Hooper TE - ATL ,12.90,J. Richard RB - LV ,12.10,M. Trubisky QB - CHI ,0.00,Titans DEF ,5.00,-,-,127.44,Will,138.14
Jeff,6,M. Ryan QB - ATL ,7.64,C. Newton QB - CAR ,15.30,D. Johnson RB - ARI ,7.70,E. Elliott RB - DAL ,22.50,A. Green WR - CIN ,1.20,K. Allen WR - LAC ,29.80,J. Cook TE - LV ,19.50,S. Ware RB - KC ,11.70,M. Bryant K - ATL ,4.00,Vikings DEF ,2.00,G. Tate WR - PHI ,20.00,K. Rudolph TE - MIN ,5.30,R. Cobb WR - GB ,4.00,M. Ingram RB - NO ,3.80,J. Gordon WR - NE ,13.30,S. Watkins WR - KC ,0.00,J. Landry WR - CLE ,13.30,C. Carson RB - SEA ,12.30,121.34,Dannye Van,111.30
