Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Will,5,B. Roethlisberger QB - PIT ,21.60,P. Mahomes QB - KC ,15.82,L. McCoy RB - BUF ,11.80,A. Peterson RB - WAS ,5.20,A. Brown WR - PIT ,25.10,T. Boyd WR - CIN ,6.40,V. McDonald TE - PIT ,1.10,C. Ridley WR - ATL ,5.80,R. Gould K - SF ,0.00,Texans DEF ,7.00,L. Miller RB - HOU ,0.00,Z. Ertz TE - PHI ,22.00,M. Evans WR - TB ,0.00,C. Hyde RB - JAX ,8.70,J. White RB - NE ,18.70,L. Fournette RB - JAX ,0.00,A. Ekeler RB - LAC ,12.40,N. Hines RB - IND ,12.50,99.82,Quinten,129.98
Dannye Van,3,A. Dalton QB - CIN ,12.92,K. Cousins QB - MIN ,14.14,C. McCaffrey RB - CAR ,17.80,A. Kamara RB - NO ,5.40,S. Diggs WR - MIN ,16.60,M. Thomas WR - NO ,9.40,J. Reed TE - WAS ,2.60,K. Golladay WR - DET ,17.80,J. Elliott K - PHI ,7.00,Rams DEF ,1.00,M. Goodwin WR - SF ,0.00,Q. Enunwa WR - NYJ ,0.00,T. Coleman RB - ATL ,4.00,M. Mariota QB - TEN ,4.16,A. Jones RB - GB ,6.90,M. Williams WR - LAC ,6.30,M. Breida RB - SF ,12.60,K. Johnson RB - DET ,9.50,104.66,the old man,146.52
Tilly,6,D. Watson QB - HOU ,21.00,B. Mayfield QB - CLE ,17.98,J. Conner RB - PIT ,32.50,N. Chubb RB - CLE ,0.20,A. Jeffery WR - PHI ,4.90,J. Smith-Schuster WR - PIT ,11.40,E. Ebron TE - IND ,27.00,C. Kupp WR - LA ,18.00,A. Vinatieri K - IND ,8.00,Jaguars DEF ,5.00,D. Amendola WR - MIA ,4.50,J. Graham TE - GB ,10.60,R. Wilson QB - SEA ,19.92,L. Bell RB - PIT ,0.00,D. Funchess WR - CAR ,7.30,N. Agholor WR - PHI ,6.50,R. Freeman RB - DEN ,6.20,Colts DEF ,0.00,145.98,bob,109.92
LeMar,2,A. Rodgers QB - GB ,28.68,A. Luck QB - IND ,22.60,M. Gordon RB - LAC ,20.00,S. Barkley RB - NYG ,26.90,A. Thielen WR - MIN ,21.10,B. Cooks WR - LA ,0.00,G. Kittle TE - SF ,10.80,D. Henry RB - TEN ,5.60,S. Gostkowski K - NE ,8.00,Ravens DEF ,11.00,D. Baldwin WR - SEA ,0.60,M. Jones WR - DET ,7.30,G. Bernard RB - CIN ,0.00,R. Woods WR - LA ,17.00,J. Crowder WR - WAS ,7.50,E. Engram TE - NYG ,0.00,M. Mack RB - IND ,0.00,Patriots DEF ,7.00,154.68,Jeff,130.26
Quinten,4,T. Brady QB - NE ,27.54,J. Goff QB - LA ,14.34,C. Thompson RB - WAS ,9.20,K. Hunt RB ,15.90,D. Hopkins WR - HOU ,17.60,D. Adams WR - GB ,24.50,B. Watson TE - NO ,5.00,C. Davis WR - TEN ,6.90,M. Bryant K - ATL ,5.00,Eagles DEF ,4.00,L. Fitzgerald WR - ARI ,4.50,T. Ginn WR - NO ,0.00,A. Robinson WR - CHI ,0.00,T. Burton TE - CHI ,0.00,J. Winston QB - TB ,0.00,J. Mixon RB - CIN ,19.00,T. Cohen RB - CHI ,0.00,S. Michel RB - NE ,17.50,129.98,Will,99.82
bob,8,M. Stafford QB - DET ,15.22,B. Bortles QB - JAX ,20.60,J. Ajayi RB - PHI ,1.90,E. Elliott RB - DAL ,11.90,J. Jones WR - ATL ,8.70,K. Allen WR - LAC ,13.50,T. Kelce TE - KC ,12.50,P. Lindsay RB - DEN ,9.60,J. Tucker K - BAL ,9.00,Jets DEF ,7.00,D. Jackson WR - TB ,0.00,D. Thomas WR - HOU ,19.00,S. Watkins WR - KC ,10.80,J. Brown WR - BAL ,7.80,I. Crowell RB - NYJ ,29.60,T. Lockett WR - SEA ,17.90,C. Wentz QB - PHI ,21.04,J. Howard RB - CHI ,0.00,109.92,Tilly,145.98
the old man,1,D. Brees QB - NO ,27.22,A. Smith QB - WAS ,13.70,T. Yeldon RB - JAX ,22.20,T. Gurley RB - LA ,31.30,E. Sanders WR - DEN ,11.70,T. Hill WR - KC ,10.70,R. Gronkowski TE - NE ,10.50,J. Edelman WR - NE ,9.20,M. Crosby K - GB ,3.00,Titans DEF ,7.00,M. Lynch RB - LV ,5.10,T. Hilton WR - IND ,0.00,J. James TE - PIT ,3.00,W. Fuller WR - HOU ,2.50,A. Collins RB - BAL ,7.10,D. Cook RB - MIN ,0.00,M. Trubisky QB - CHI ,0.00,Bears DEF ,0.00,146.52,Dannye Van,104.66
Jeff,7,M. Ryan QB - ATL ,14.40,C. Newton QB - CAR ,16.38,D. Freeman RB - ATL ,5.10,D. Johnson RB - ARI ,20.10,G. Tate WR - PHI ,6.70,O. Beckham WR - NYG ,27.38,J. Cook TE - LV ,4.00,A. Green WR - CIN ,14.20,R. Bullock K - CIN ,11.00,Browns DEF ,11.00,K. Rudolph TE - MIN ,6.60,R. Cobb WR - GB ,0.00,M. Ingram RB - NO ,20.30,P. Rivers QB - LAC ,21.36,J. Gordon WR - NE ,12.00,J. Landry WR - CLE ,9.40,J. Williams RB - GB ,8.20,C. Carson RB - SEA ,13.20,130.26,LeMar,154.68
