Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Will,3,J. Flacco QB - BAL ,19.56,P. Mahomes QB - KC ,32.82,L. Miller RB - HOU ,16.40,J. White RB - NE ,25.70,M. Evans WR - TB ,14.20,T. Boyd WR - CIN ,4.20,Z. Ertz TE - PHI ,18.30,A. Peterson RB - WAS ,11.20,R. Gould K - SF ,6.00,Texans DEF ,14.00,L. McCoy RB - BUF ,0.10,B. Roethlisberger QB - PIT ,0.00,A. Brown WR - PIT ,0.00,C. Hyde RB - JAX ,0.00,A. Cooper WR - DAL ,0.00,L. Fournette RB - JAX ,0.00,A. Ekeler RB - LAC ,9.30,C. Ridley WR - ATL ,6.80,162.38,Jeff,126.72
Dannye Van,5,A. Dalton QB - CIN ,7.92,K. Cousins QB - MIN ,17.54,C. McCaffrey RB - CAR ,11.00,A. Kamara RB - NO ,14.50,S. Diggs WR - MIN ,6.60,M. Thomas WR - NO ,16.40,D. Njoku TE - CLE ,13.20,K. Golladay WR - DET ,4.70,J. Elliott K - PHI ,5.00,Rams DEF ,22.00,M. Goodwin WR - SF ,3.40,J. Reed TE - WAS ,5.30,T. Coleman RB - ATL ,15.20,M. Mariota QB - TEN ,15.28,A. Jones RB - GB ,0.00,M. Williams WR - LAC ,12.30,M. Breida RB - SF ,-0.50,K. Johnson RB - DET ,18.90,118.86,Tilly,111.46
Tilly,6,D. Watson QB - HOU ,10.86,B. Mayfield QB - CLE ,20.90,C. Clement RB - PHI ,3.20,N. Chubb RB - CLE ,14.00,A. Jeffery WR - PHI ,18.30,D. Funchess WR - CAR ,15.20,E. Ebron TE - IND ,4.60,D. Amendola WR - MIA ,17.40,A. Vinatieri K - IND ,5.00,Jaguars DEF ,2.00,J. Graham TE - GB ,0.00,R. Wilson QB - SEA ,0.00,L. Bell RB - PIT ,0.00,N. Agholor WR - PHI ,5.00,C. Kupp WR - LA ,0.00,J. Conner RB - PIT ,0.00,R. Freeman RB - DEN ,9.70,Colts DEF ,19.00,111.46,Dannye Van,118.86
LeMar,2,E. Manning QB - NYG ,20.66,A. Luck QB - IND ,22.74,M. Gordon RB - LAC ,0.00,S. Barkley RB - NYG ,21.90,A. Thielen WR - MIN ,21.50,B. Cooks WR - LA ,15.10,E. Engram TE - NYG ,3.60,R. Woods WR - LA ,10.90,S. Gostkowski K - NE ,8.00,Ravens DEF ,3.00,A. Rodgers QB - GB ,0.00,D. Baldwin WR - SEA ,0.00,M. Jones WR - DET ,4.40,G. Bernard RB - CIN ,0.00,J. Crowder WR - WAS ,0.00,D. Henry RB - TEN ,13.50,M. Mack RB - IND ,30.90,G. Kittle TE - SF ,18.30,127.40,Quinten,119.76
Quinten,4,T. Brady QB - NE ,21.68,J. Goff QB - LA ,16.48,K. Hunt RB ,34.60,S. Michel RB - NE ,2.00,D. Hopkins WR - HOU ,12.50,A. Robinson WR - CHI ,0.90,T. Burton TE - CHI ,23.10,C. Davis WR - TEN ,2.50,P. Dawson K - ARI ,4.00,Eagles DEF ,2.00,L. Fitzgerald WR - ARI ,12.00,B. Watson TE - NO ,13.30,T. Ginn WR - NO ,0.00,C. Thompson RB - WAS ,0.00,D. Adams WR - GB ,0.00,J. Winston QB - TB ,20.10,J. Mixon RB - CIN ,6.60,T. Cohen RB - CHI ,18.30,119.76,LeMar,127.40
bob,8,B. Bortles QB - JAX ,1.44,C. Wentz QB - PHI ,18.70,E. Elliott RB - DAL ,5.20,P. Lindsay RB - DEN ,16.10,J. Jones WR - ATL ,12.90,K. Allen WR - LAC ,9.70,T. Kelce TE - KC ,12.00,J. Howard RB - CHI ,11.30,J. Tucker K - BAL ,5.00,Jets DEF ,-3.00,D. Jackson WR - TB ,10.30,M. Stafford QB - DET ,17.58,D. Thomas WR - HOU ,6.70,S. Watkins WR - KC ,9.40,J. Brown WR - BAL ,22.90,I. Crowell RB - NYJ ,5.50,T. Lockett WR - SEA ,0.00,W. Smallwood RB - PHI ,4.70,89.34,the old man,139.42
the old man,1,D. Brees QB - NO ,16.78,A. Smith QB - WAS ,12.72,T. Yeldon RB - JAX ,15.30,T. Gurley RB - LA ,28.60,E. Sanders WR - DEN ,24.32,T. Hill WR - KC ,17.10,A. Hooper TE - ATL ,6.30,A. Collins RB - BAL ,6.30,H. Butker K - KC ,9.00,Bears DEF ,3.00,J. Edelman WR - NE ,12.10,R. Gronkowski TE - NE ,0.00,M. Lynch RB - LV ,0.00,T. Hilton WR - IND ,16.50,W. Fuller WR - HOU ,9.80,D. Cook RB - MIN ,0.00,M. Trubisky QB - CHI ,31.42,Titans DEF ,3.00,139.42,bob,89.34
Jeff,7,M. Ryan QB - ATL ,19.26,C. Newton QB - CAR ,25.66,M. Ingram RB - NO ,5.20,D. Johnson RB - ARI ,8.50,A. Green WR - CIN ,15.20,O. Beckham WR - NYG ,24.20,K. Rudolph TE - MIN ,2.10,G. Tate WR - PHI ,8.60,R. Bullock K - CIN ,4.00,Browns DEF ,14.00,J. Cook TE - LV ,0.00,R. Cobb WR - GB ,0.00,P. Rivers QB - LAC ,20.14,J. Gordon WR - NE ,12.00,J. Landry WR - CLE ,20.70,D. Freeman RB - ATL ,0.00,J. Williams RB - GB ,0.00,C. Carson RB - SEA ,0.00,126.72,Will,162.38
