Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Will,2,B. Roethlisberger QB - PIT ,35.82,P. Mahomes QB - KC ,20.06,A. Peterson RB - WAS ,7.90,J. White RB - NE ,5.10,A. Brown WR - PIT ,18.60,M. Evans WR - TB ,6.60,G. Olsen TE - CAR ,6.00,T. Boyd WR - CIN ,8.00,R. Gould K - SF ,13.00,Chargers DEF ,13.00,J. Flacco QB - BAL ,0.00,L. McCoy RB - BUF ,24.30,L. Miller RB - HOU ,0.00,Z. Ertz TE - PHI ,33.50,A. Cooper WR - DAL ,10.50,L. Fournette RB - JAX ,25.40,C. Ridley WR - ATL ,5.50,Texans DEF ,0.00,134.08,bob,106.92
Dannye Van,4,A. Dalton QB - CIN ,6.92,R. Fitzpatrick QB - TB ,13.74,C. McCaffrey RB - CAR ,34.30,A. Kamara RB - NO ,24.20,M. Thomas WR - NO ,23.00,K. Golladay WR - DET ,16.80,J. Doyle TE - IND ,5.10,T. Coleman RB - ATL ,7.80,W. Lutz K - NO ,15.00,Rams DEF ,5.00,K. Cousins QB - MIN ,0.00,M. Goodwin WR - SF ,8.90,S. Diggs WR - MIN ,0.00,D. Njoku TE - CLE ,2.30,A. Jones RB - GB ,30.70,M. Williams WR - LAC ,0.00,M. Breida RB - SF ,26.70,K. Johnson RB - DET ,21.90,151.86,LeMar,140.56
Tilly,6,R. Wilson QB - SEA ,26.24,B. Mayfield QB - CLE ,22.64,J. Conner RB - PIT ,13.80,N. Chubb RB - CLE ,34.40,D. Funchess WR - CAR ,4.70,C. Kupp WR - LA ,6.40,E. Ebron TE - IND ,26.60,A. Jeffery WR - PHI ,6.80,C. Catanzaro K - CAR ,3.00,Colts DEF ,3.00,D. Amendola WR - MIA ,10.70,J. Graham TE - GB ,1.90,D. Lewis RB - TEN ,7.80,L. Bell RB - PIT ,0.00,N. Agholor WR - PHI ,10.80,W. Smallwood RB - PHI ,4.90,D. Watson QB - HOU ,0.00,Broncos DEF ,0.00,147.58,Jeff,135.52
LeMar,3,A. Rodgers QB - GB ,18.06,A. Luck QB - IND ,21.20,M. Gordon RB - LAC ,25.00,S. Barkley RB - NYG ,12.00,M. Jones WR - DET ,7.00,B. Cooks WR - LA ,21.90,G. Kittle TE - SF ,12.80,R. Woods WR - LA ,12.60,S. Gostkowski K - NE ,6.00,Eagles DEF ,4.00,D. Baldwin WR - SEA ,6.40,G. Bernard RB - CIN ,4.60,A. Thielen WR - MIN ,0.00,J. Crowder WR - WAS ,0.00,D. Henry RB - TEN ,17.80,E. Engram TE - NYG ,6.60,M. Mack RB - IND ,6.80,Ravens DEF ,0.00,140.56,Dannye Van,151.86
Quinten,5,T. Brady QB - NE ,11.26,J. Goff QB - LA ,21.02,K. Hunt RB ,10.60,J. Mixon RB - CIN ,9.50,D. Adams WR - GB ,19.70,J. Smith-Schuster WR - PIT ,17.80,T. Burton TE - CHI ,8.00,S. Michel RB - NE ,3.10,G. Gano K - CAR ,3.00,Chiefs DEF ,10.00,L. Fitzgerald WR - ARI ,8.00,B. Watson TE - NO ,0.60,C. Thompson RB - WAS ,0.00,D. Hopkins WR - HOU ,0.00,A. Robinson WR - CHI ,28.30,J. Winston QB - TB ,0.00,C. Davis WR - TEN ,22.00,T. Cohen RB - CHI ,13.40,113.98,the old man,187.34
bob,8,P. Rivers QB - LAC ,15.02,C. Wentz QB - PHI ,21.10,K. Drake RB - MIA ,4.80,J. Howard RB - CHI ,3.70,J. Jones WR - ATL ,20.20,O. Beckham WR - NYG ,21.30,T. Kelce TE - KC ,7.60,D. Jackson WR - TB ,9.20,M. Crosby K - GB ,7.00,Jets DEF ,-3.00,M. Stafford QB - DET ,15.86,D. Bryant WR - NO ,0.00,D. Thomas WR - HOU ,0.00,J. Brown WR - BAL ,0.00,I. Crowell RB - NYJ ,10.70,T. Lockett WR - SEA ,17.00,S. Shepard WR - NYG ,10.60,P. Lindsay RB - DEN ,0.00,106.92,Will,134.08
the old man,1,D. Brees QB - NO ,28.90,M. Trubisky QB - CHI ,36.00,T. Yeldon RB - JAX ,8.80,T. Gurley RB - LA ,23.50,T. Hilton WR - IND ,9.20,T. Hill WR - KC ,29.20,A. Hooper TE - ATL ,16.60,J. Edelman WR - NE ,15.14,H. Butker K - KC ,8.00,Bears DEF ,12.00,R. Gronkowski TE - NE ,0.00,E. Sanders WR - DEN ,0.00,A. Smith QB - WAS ,12.72,D. Parker WR - MIA ,6.80,A. Collins RB - BAL ,0.00,J. Richard RB - LV ,8.40,D. Cook RB - MIN ,0.00,Titans DEF ,7.00,187.34,Quinten,113.98
Jeff,7,M. Ryan QB - ATL ,20.50,C. Newton QB - CAR ,14.72,D. Johnson RB - ARI ,33.80,E. Elliott RB - DAL ,33.70,K. Allen WR - LAC ,14.70,J. Landry WR - CLE ,3.20,O. Howard TE - TB ,2.00,G. Tate WR - PHI ,2.90,G. Zuerlein K - LA ,12.00,Seahawks DEF ,-2.00,J. Cook TE - LV ,7.20,R. Cobb WR - GB ,0.00,A. Green WR - CIN ,0.00,M. Ingram RB - NO ,23.70,J. Gordon WR - NE ,10.10,S. Watkins WR - KC ,0.00,C. Carson RB - SEA ,0.00,Vikings DEF ,0.00,135.52,Tilly,147.58
