Owner,Rank,QB,Points,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Will,2,B. Roethlisberger QB - PIT ,13.10,P. Mahomes QB - KC ,18.02,L. Miller RB - HOU ,0.80,J. White RB - NE ,6.20,A. Brown WR - PIT ,12.90,T. Boyd WR - CIN ,11.80,Z. Ertz TE - PHI ,3.70,L. Fournette RB - JAX ,7.90,A. Vinatieri K - IND ,11.00,Texans DEF ,5.00,L. McCoy RB - BUF ,0.00,G. Olsen TE - CAR ,0.00,A. Peterson RB - WAS ,8.10,M. Evans WR - TB ,14.10,N. Mullens QB - SF ,14.80,C. Ridley WR - ATL ,6.70,G. Edwards RB - BAL ,16.40,Chargers DEF ,1.00,90.42,LeMar,98.34
Dannye Van,4,P. Rivers QB - LAC ,18.52,K. Cousins QB - MIN ,15.30,C. McCaffrey RB - CAR ,22.00,A. Kamara RB - NO ,19.80,S. Diggs WR - MIN ,13.80,M. Thomas WR - NO ,8.40,D. Njoku TE - CLE ,4.50,A. Jones RB - GB ,0.80,W. Lutz K - NO ,6.00,Rams DEF ,1.00,R. Fitzpatrick QB - TB ,0.00,M. Goodwin WR - SF ,1.20,K. Golladay WR - DET ,18.10,M. Breida RB - SF ,12.10,K. Johnson RB - DET ,0.00,-,-,-,-,-,-,110.12,the old man,128.10
Tilly,7,R. Wilson QB - SEA ,18.98,D. Watson QB - HOU ,22.36,J. Conner RB - PIT ,0.00,N. Chubb RB - CLE ,10.00,A. Cooper WR - DAL ,6.30,D. Moore WR - CAR ,2.40,E. Ebron TE - IND ,1.30,J. Adams RB - PHI ,8.80,M. Prater K - DET ,1.00,Colts DEF ,16.00,J. Graham TE - GB ,4.70,D. Lewis RB - TEN ,5.90,A. Jeffery WR - PHI ,20.00,D. Moncrief WR - JAX ,0.00,D. Williams RB - KC ,27.30,D. Funchess WR - CAR ,0.00,B. Mayfield QB - CLE ,12.12,Broncos DEF ,7.00,87.14,-,-
LeMar,3,A. Rodgers QB - GB ,13.46,A. Luck QB - IND ,9.68,M. Mack RB - IND ,25.40,S. Barkley RB - NYG ,7.60,A. Thielen WR - MIN ,2.90,B. Cooks WR - LA ,8.90,G. Kittle TE - SF ,6.60,R. Woods WR - LA ,12.80,S. Gostkowski K - NE ,4.00,Ravens DEF ,7.00,D. Baldwin WR - SEA ,21.70,M. Jones WR - DET ,0.00,G. Bernard RB - CIN ,4.20,J. Crowder WR - WAS ,6.60,M. Gordon RB - LAC ,0.00,D. Henry RB - TEN ,29.74,E. Engram TE - NYG ,11.50,A. Ekeler RB - LAC ,0.00,98.34,Will,90.42
Quinten,5,T. Brady QB - NE ,13.16,J. Goff QB - LA ,10.66,J. Mixon RB - CIN ,26.00,S. Michel RB - NE ,5.90,D. Hopkins WR - HOU ,34.00,D. Adams WR - GB ,17.90,T. Burton TE - CHI ,11.60,J. Smith-Schuster WR - PIT ,6.00,G. Gano K - CAR ,0.00,Patriots DEF ,7.00,L. Fitzgerald WR - ARI ,11.70,B. Watson TE - NO ,3.30,C. Thompson RB - WAS ,1.80,A. Robinson WR - CHI ,6.90,D. Prescott QB - DAL ,6.24,C. Davis WR - TEN ,4.80,K. Hunt RB ,0.00,T. Cohen RB - CHI ,12.00,132.22,-,-
bob,8,C. Wentz QB - PHI ,0.00,L. Jackson QB - BAL ,16.74,K. Drake RB - MIA ,4.90,P. Lindsay RB - DEN ,6.40,J. Jones WR - ATL ,17.20,O. Beckham WR - NYG ,0.00,T. Kelce TE - KC ,9.60,T. Lockett WR - SEA ,6.60,M. Crosby K - GB ,9.00,Redskins DEF ,14.00,D. Jackson WR - TB ,0.00,D. Thomas WR - HOU ,8.90,J. Brown WR - BAL ,1.40,I. Crowell RB - NYJ ,0.00,T. Coleman RB - ATL ,20.50,S. Shepard WR - NYG ,4.70,J. Howard RB - CHI ,14.00,M. Williams WR - LAC ,33.00,84.44,-,-
the old man,1,D. Brees QB - NO ,5.92,J. Winston QB - TB ,4.28,T. Gurley RB - LA ,29.40,D. Cook RB - MIN ,28.80,T. Hilton WR - IND ,11.00,T. Hill WR - KC ,6.10,R. Gronkowski TE - NE ,3.10,J. Edelman WR - NE ,12.50,K. Fairbairn K - HOU ,19.00,Bears DEF ,8.00,D. Parker WR - MIA ,0.00,T. Yeldon RB - JAX ,1.60,A. Hooper TE - ATL ,0.00,J. Richard RB - LV ,8.10,M. Trubisky QB - CHI ,19.00,Titans DEF ,17.00,-,-,-,-,128.10,Dannye Van,110.12
Jeff,6,M. Ryan QB - ATL ,25.04,C. Newton QB - CAR ,4.74,D. Johnson RB - ARI ,17.60,E. Elliott RB - DAL ,16.30,J. Gordon WR - NE ,2.40,K. Allen WR - LAC ,0.00,J. Cook TE - LV ,3.30,C. Carson RB - SEA ,23.80,M. Bryant K - ATL ,10.00,Vikings DEF ,13.00,G. Tate WR - PHI ,6.80,K. Rudolph TE - MIN ,3.80,R. Cobb WR - GB ,4.50,A. Green WR - CIN ,0.00,M. Ingram RB - NO ,8.40,S. Ware RB - KC ,0.00,S. Watkins WR - KC ,0.00,J. Landry WR - CLE ,5.20,116.18,-,-
