Owner,Rank,QB,Points,RB,Points,WR,Points,WR,Points,WR,Points,TE,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Will,2,P. Manning QB - IND ,25.40,M. Jones-Drew RB - JAC ,26.30,D. Bowe WR - KC ,43.60,A. Boldin WR - BAL ,16.00,M. Sims-Walker WR - JAC ,5.60,D. Keller TE - NYJ ,5.50,A. Vinatieri K - IND ,12.00,Buccaneers DEF ,6.00,J. Flacco QB - BAL ,44.90,K. Britt WR - TEN ,0.00,A. Collie WR - IND IR ,0.00,J. Best RB - DET ,7.90,S. Rice WR - MIN ,0.00,G. Jennings WR - GB ,0.00,M. Floyd WR - LAC ,0.00,Packers DEF ,0.00,140.40,bob,148.18
Dannye Van,5,M. Vick QB - PHI ,76.32,J. Charles RB - KC ,23.10,P. Garcon WR - IND ,8.70,C. Johnson WR - DET ,28.80,T. Owens WR - CIN IR ,10.40,B. Celek TE - PHI ,2.80,R. Gould K - CHI ,6.00,Ravens DEF ,2.00,R. Rice RB - BAL ,13.20,L. McCoy RB - PHI ,20.40,P. Harvin WR - MIN ,16.40,B. Marshall WR - MIA ,6.40,H. Ward WR - PIT ,0.00,C. Ochocinco WR - CIN ,21.60,D. Brees QB - NO ,0.00,A. Gates TE - LAC IR ,0.00,158.12,Quinten,164.08
Tilly,6,K. Orton QB - DEN ,57.74,D. McFadden RB - LV ,0.00,R. Wayne WR - IND ,6.40,J. Gaffney WR - DEN ,14.70,S. Smith WR - NYG IR ,0.00,T. Scheffler TE - DET ,6.40,M. Crosby K - GB ,0.00,Colts DEF ,25.00,R. Mendenhall RB - PIT ,7.50,C. Spiller RB - BUF ,1.40,D. McNabb QB - WAS ,29.80,T. Brady QB - NE ,68.30,A. Johnson WR - HOU ,29.60,J. Witten TE - DAL ,1.70,E. Manning QB - NYG ,55.62,A. Peterson RB - MIN ,11.50,110.24,LeMar,125.54
LeMar,1,M. Ryan QB - ATL ,61.14,F. Gore RB - SF IR ,24.40,S. Johnson WR - BUF ,6.70,H. Nicks WR - NYG ,13.20,S. Moss WR - WAS ,5.80,C. Cooley TE - WAS ,5.30,R. Bironas K - TEN ,6.00,Titans DEF ,3.00,P. Hillis RB - CLE ,17.90,J. Maclin WR - PHI ,19.00,S. Jackson RB - STL ,28.80,B. Watson TE - CLE ,12.40,L. Moore WR - NO ,0.00,A. Rodgers QB - GB ,0.00,R. White WR - ATL ,37.80,Steelers DEF ,-1.00,125.54,Tilly,110.24
Quinten,4,B. Roethlisberger QB - PIT ,56.68,C. Johnson RB - TEN ,19.40,R. Moss WR - TEN ,3.60,W. Welker WR - NE ,16.90,M. Wallace WR - PIT ,33.60,V. Davis TE - SF ,11.90,J. Kasay K - CAR ,12.00,Jets DEF ,10.00,R. Meachem WR - NO ,0.00,M. Colston WR - NO ,0.00,L. Tomlinson RB - NYJ ,17.00,M. Schaub QB - HOU ,47.96,M. Turner RB - ATL ,3.90,L. Fitzgerald WR - ARI ,18.10,F. Jackson RB - BUF ,32.00,B. Jackson RB - GB ,0.00,164.08,Dannye Van,158.12
bob,3,D. Garrard QB - JAC IR ,51.18,A. Foster RB - HOU ,13.00,D. Jackson WR - PHI ,18.30,D. Bryant WR - DAL IR ,19.40,B. Lloyd WR - DEN ,27.00,J. Tamme TE - IND ,14.30,J. Scobee K - JAC ,0.00,Lions DEF ,5.00,M. Forte RB - CHI ,8.80,M. Austin WR - DAL ,14.80,M. Lewis TE - JAC ,10.30,T. Gonzalez TE - ATL ,7.80,P. Rivers QB - LAC ,0.00,M. Williams WR - TB ,10.80,D. Carpenter K - MIA ,12.00,Bears DEF ,17.00,148.18,Will,140.40
