Owner,Rank,QB,Points,RB,Points,WR,Points,WR,Points,WR,Points,TE,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Will,1,P. Manning QB - IND ,79.32,M. Jones-Drew RB - JAC ,14.30,P. Garcon WR - IND ,7.30,M. Austin WR - DAL ,30.60,G. Jennings WR - GB ,19.20,D. Clark TE - IND IR ,25.00,R. Longwell K - MIN ,4.00,Cowboys DEF ,5.00,S. Rice WR - MIN ,0.00,J. Addai RB - IND ,13.30,T. Gonzalez TE - ATL ,5.50,R. Williams RB - MIA ,6.20,C. Palmer QB - CIN ,56.70,P. Rivers QB - LAC ,44.42,V. Jackson WR - LAC ,0.00,Packers DEF ,10.00,184.72,Dannye Van,102.18
Dannye Van,6,D. Brees QB - NO ,40.88,R. Mathews RB - LAC ,5.70,J. Knox WR - CHI ,8.20,C. Johnson WR - DET ,8.50,B. Marshall WR - MIA ,13.30,A. Gates TE - LAC IR ,18.60,G. Hartley K - NO ,-5.00,Bears DEF ,12.00,R. Rice RB - BAL ,8.20,M. Crabtree WR - SF ,3.20,S. Greene RB - NYJ ,0.70,L. McCoy RB - PHI ,19.20,B. Favre QB - MIN ,23.84,C. Ochocinco WR - CIN ,33.90,R. Brown RB - MIA ,16.50,M. Sims-Walker WR - JAC ,0.00,102.18,Will,184.72
Tilly,4,T. Brady QB - NE ,53.32,A. Peterson RB - MIN ,13.10,R. Wayne WR - IND ,22.90,A. Johnson WR - HOU ,6.30,S. Smith WR - NYG IR ,9.30,J. Witten TE - DAL ,5.70,M. Crosby K - GB ,12.00,Vikings DEF ,2.00,F. Jones RB - DAL ,8.40,R. Mendenhall RB - PIT ,21.50,C. Spiller RB - BUF ,5.40,D. Williams RB - CAR IR ,6.20,D. McNabb QB - WAS ,22.54,T. Jones RB - KC ,3.90,E. Manning QB - NYG ,38.32,K. Kolb QB - PHI ,3.06,124.62,bob,127.98
LeMar,5,A. Rodgers QB - GB ,30.42,F. Gore RB - SF IR ,14.30,D. Jackson WR - PHI ,7.00,P. Harvin WR - MIN ,2.40,R. White WR - ATL ,24.10,V. Davis TE - SF ,15.30,S. Gostkowski K - NE IR ,3.00,Steelers DEF ,9.00,J. Stewart RB - CAR ,1.20,J. Maclin WR - PHI ,14.90,H. Ward WR - PIT ,16.80,S. Smith WR - CAR ,18.50,S. Moss WR - WAS ,13.70,S. Jackson RB - STL ,12.70,C. Benson RB - CIN ,9.40,P. Thomas RB - NO ,17.60,105.52,Quinten,113.08
Quinten,3,M. Schaub QB - HOU ,13.98,C. Johnson RB - TEN ,31.00,M. Colston WR - NO ,11.20,R. Moss WR - TEN ,10.90,L. Fitzgerald WR - ARI ,13.30,J. Finley TE - GB IR ,8.70,D. Akers K - PHI ,9.00,Jets DEF ,15.00,K. Moreno RB - DEN ,13.40,R. Meachem WR - NO ,6.30,L. Tomlinson RB - NYJ ,9.80,W. Welker WR - NE ,26.40,M. Turner RB - ATL ,5.90,R. Grant RB - GB IR ,4.50,B. Jacobs RB - NYG ,8.50,F. Jackson RB - BUF ,3.90,113.08,LeMar,105.52
bob,2,T. Romo QB - DAL IR ,47.28,J. Best RB - DET ,20.60,D. Bryant WR - DAL IR ,13.60,T. Owens WR - CIN IR ,12.30,A. Boldin WR - BAL ,18.00,B. Celek TE - PHI ,5.20,N. Kaeding K - LAC ,2.00,Eagles DEF ,9.00,M. Forte RB - CHI ,36.10,J. Charles RB - KC ,17.00,J. Forsett RB - SEA ,9.00,J. Cutler QB - CHI ,42.08,D. Mason WR - BAL ,4.10,H. Miller TE - PIT ,8.00,M. Barber RB - DAL ,6.00,S. Holmes WR - NYJ ,0.00,127.98,Tilly,124.62
