Owner,Rank,QB,Points,RB,Points,WR,Points,WR,Points,WR,Points,TE,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Will,2,P. Manning QB - IND ,37.66,A. Bradshaw RB - NYG ,9.20,D. Bowe WR - KC ,27.30,L. Naanee WR - LAC ,9.90,G. Jennings WR - GB ,21.20,K. Boss TE - NYG ,0.00,A. Vinatieri K - IND ,7.00,Eagles DEF ,6.00,M. Manningham WR - NYG ,23.20,K. Britt WR - TEN ,18.90,J. Addai RB - IND ,12.10,M. Jones-Drew RB - JAC ,0.00,A. Boldin WR - BAL ,3.50,M. Floyd WR - LAC ,0.00,R. Brown RB - MIA ,19.10,Buccaneers DEF ,4.00,118.26,LeMar,127.52
Dannye Van,5,M. Vick QB - PHI ,38.82,J. Charles RB - KC ,27.70,C. Johnson WR - DET ,9.20,T. Owens WR - CIN IR ,0.00,S. Holmes WR - NYJ ,14.20,A. Hernandez TE - NE ,0.00,G. Hartley K - NO ,7.00,Patriots DEF ,31.00,L. McCoy RB - PHI ,12.50,K. Moreno RB - DEN ,5.10,P. Harvin WR - MIN ,17.60,D. Brees QB - NO ,45.88,A. Gates TE - LAC IR ,0.00,V. Jackson WR - LAC ,9.40,M. Cassel QB - KC ,55.56,Ravens DEF ,16.00,127.92,Tilly,46.10
Tilly,6,K. Orton QB - DEN ,0.00,D. McFadden RB - LV ,11.60,R. Wayne WR - IND ,7.00,J. Gaffney WR - DEN ,13.00,S. Smith WR - NYG IR ,0.00,T. Scheffler TE - DET ,2.50,M. Crosby K - GB ,9.00,Colts DEF ,3.00,R. Mendenhall RB - PIT ,16.30,C. Spiller RB - BUF ,4.40,D. McNabb QB - WAS ,0.00,T. Brady QB - NE ,38.90,A. Johnson WR - HOU ,0.00,J. Witten TE - DAL ,18.50,E. Manning QB - NYG ,29.24,A. Peterson RB - MIN ,16.90,46.10,Dannye Van,127.92
LeMar,1,M. Ryan QB - ATL ,28.52,S. Jackson RB - STL ,15.70,H. Nicks WR - NYG ,19.30,S. Moss WR - WAS ,13.50,R. White WR - ATL ,13.30,T. Gonzalez TE - ATL ,3.20,S. Janikowski K - LV ,17.00,Steelers DEF ,17.00,S. Johnson WR - BUF ,10.80,P. Hillis RB - CLE ,5.00,J. Maclin WR - PHI ,13.40,L. Moore WR - NO ,8.80,A. Rodgers QB - GB ,71.76,F. Gore RB - SF IR ,0.00,Z. Miller TE - LV ,21.60,Titans DEF ,6.00,127.52,Will,118.26
Quinten,4,B. Roethlisberger QB - PIT ,38.00,C. Johnson RB - TEN ,5.80,M. Colston WR - NO ,4.10,W. Welker WR - NE ,4.90,M. Wallace WR - PIT ,20.40,V. Davis TE - SF ,10.00,J. Kasay K - CAR ,3.00,Jets DEF ,7.00,R. Meachem WR - NO ,20.10,R. Moss WR - TEN ,0.00,L. Tomlinson RB - NYJ ,12.20,M. Schaub QB - HOU ,38.40,M. Turner RB - ATL ,1.80,L. Fitzgerald WR - ARI ,3.60,F. Jackson RB - BUF ,11.20,B. Jackson RB - GB ,5.90,93.20,bob,115.34
bob,3,P. Rivers QB - LAC ,39.44,A. Foster RB - HOU ,23.50,D. Jackson WR - PHI ,5.20,B. Lloyd WR - DEN ,16.10,M. Williams WR - TB ,19.40,M. Lewis TE - JAC ,6.70,D. Akers K - PHI ,0.00,Bears DEF ,5.00,J. Tamme TE - IND ,20.80,R. Rice RB - BAL ,10.20,P. Garcon WR - IND ,12.00,M. Thomas WR - JAC ,22.00,M. Austin WR - DAL ,21.10,D. Branch WR - NE ,4.50,D. Carpenter K - MIA ,10.00,Browns DEF ,5.00,115.34,Quinten,93.20
