Owner,Rank,QB,Points,RB,Points,WR,Points,WR,Points,WR,Points,TE,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Will,2,P. Manning QB - IND ,39.76,J. Best RB - DET ,13.80,A. Collie WR - IND IR ,0.90,G. Jennings WR - GB ,21.00,A. Boldin WR - BAL ,4.80,D. Keller TE - NYJ ,9.90,A. Vinatieri K - IND ,6.00,Packers DEF ,32.00,J. Flacco QB - BAL ,39.34,K. Britt WR - TEN ,0.00,D. Bowe WR - KC ,17.30,S. Rice WR - MIN ,0.00,M. Jones-Drew RB - JAC ,0.00,M. Floyd WR - LAC ,0.00,M. Williams WR - SEA ,4.50,Seahawks DEF ,-1.00,128.16,Quinten,91.12
Dannye Van,5,D. Brees QB - NO ,46.12,L. McCoy RB - PHI ,13.30,P. Garcon WR - IND ,3.50,C. Johnson WR - DET ,2.30,H. Ward WR - PIT ,7.00,A. Gates TE - LAC IR ,0.00,R. Gould K - CHI ,-1.00,Ravens DEF ,15.00,J. Charles RB - KC ,15.00,R. Rice RB - BAL ,25.00,P. Harvin WR - MIN ,18.60,B. Marshall WR - MIA ,8.00,T. Owens WR - CIN IR ,36.10,M. Vick QB - PHI ,42.12,C. Ochocinco WR - CIN ,2.50,T. Heap TE - BAL ,4.30,86.22,Tilly,60.50
Tilly,6,K. Orton QB - DEN ,0.00,D. McFadden RB - LV ,12.40,R. Wayne WR - IND ,19.30,J. Gaffney WR - DEN ,0.00,S. Smith WR - NYG IR ,14.60,T. Scheffler TE - DET ,4.20,M. Crosby K - GB ,7.00,Colts DEF ,3.00,R. Mendenhall RB - PIT ,22.00,C. Spiller RB - BUF ,3.50,D. McNabb QB - WAS ,0.00,T. Brady QB - NE ,39.06,A. Johnson WR - HOU ,8.10,J. Witten TE - DAL ,7.40,E. Manning QB - NYG ,50.50,A. Peterson RB - MIN ,30.40,60.50,Dannye Van,86.22
LeMar,1,A. Rodgers QB - GB ,59.66,P. Hillis RB - CLE ,34.00,S. Johnson WR - BUF ,25.50,H. Nicks WR - NYG ,24.80,R. White WR - ATL ,9.20,B. Watson TE - CLE ,3.40,S. Janikowski K - LV ,9.00,Steelers DEF ,10.00,M. Ryan QB - ATL ,39.90,D. Bess WR - MIA ,10.00,J. Maclin WR - PHI ,8.80,S. Moss WR - WAS ,0.00,S. Jackson RB - STL ,0.00,C. Cooley TE - WAS ,0.00,F. Gore RB - SF IR ,0.00,Titans DEF ,0.00,175.56,bob,158.40
Quinten,4,B. Roethlisberger QB - PIT ,26.82,L. Tomlinson RB - NYJ ,16.20,M. Colston WR - NO ,14.50,W. Welker WR - NE ,8.60,M. Wallace WR - PIT ,22.00,V. Davis TE - SF ,0.00,J. Kasay K - CAR ,0.00,Jets DEF ,3.00,C. Johnson RB - TEN ,0.00,R. Meachem WR - NO ,3.50,R. Moss WR - TEN ,0.00,M. Schaub QB - HOU ,26.74,M. Turner RB - ATL ,22.70,L. Fitzgerald WR - ARI ,17.70,F. Jackson RB - BUF ,11.60,B. Jackson RB - GB ,22.80,91.12,Will,128.16
bob,3,P. Rivers QB - LAC ,48.10,A. Foster RB - HOU ,35.70,D. Jackson WR - PHI ,25.90,M. Austin WR - DAL ,3.60,M. Williams WR - TB ,18.90,T. Gonzalez TE - ATL ,15.20,D. Carpenter K - MIA ,0.00,Bears DEF ,11.00,M. Forte RB - CHI ,11.10,D. Bryant WR - DAL IR ,20.60,M. Lewis TE - JAC ,0.00,J. Kitna QB - DAL ,22.32,B. Lloyd WR - DEN ,0.00,B. Edwards WR - NYJ ,13.80,J. Scobee K - JAC ,0.00,Lions DEF ,7.00,158.40,LeMar,175.56
