Owner,Rank,QB,Points,RB,Points,WR,Points,WR,Points,WR,Points,TE,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Will,3,P. Manning QB - IND ,54.98,J. Best RB - DET ,10.40,A. Collie WR - IND IR ,14.90,G. Jennings WR - GB ,10.50,M. Floyd WR - LAC ,6.50,T. Gonzalez TE - ATL ,11.10,A. Vinatieri K - IND ,4.00,Seahawks DEF ,8.00,S. Rice WR - MIN ,0.00,J. Addai RB - IND ,23.20,M. Austin WR - DAL ,0.00,M. Jones-Drew RB - JAC ,26.10,D. Clark TE - IND IR ,19.80,P. Rivers QB - LAC ,35.64,V. Jackson WR - LAC ,0.00,Packers DEF ,18.00,120.38,Quinten,102.98
Dannye Van,6,D. Brees QB - NO ,47.90,R. Brown RB - MIA ,9.60,B. Marshall WR - MIA ,10.00,C. Ochocinco WR - CIN ,8.90,M. Clayton WR - STL IR ,12.80,A. Gates TE - LAC IR ,33.40,G. Hartley K - NO ,0.00,Chargers DEF ,31.00,R. Rice RB - BAL ,3.90,M. Crabtree WR - SF ,10.80,L. McCoy RB - PHI ,26.40,P. Harvin WR - MIN ,0.00,R. Mathews RB - LAC ,13.80,C. Johnson WR - DET ,26.80,M. Vick QB - PHI ,8.66,V. Shiancoe TE - MIN ,0.00,153.60,Tilly,135.64
Tilly,4,K. Orton QB - DEN ,52.74,D. McFadden RB - LV ,18.90,R. Wayne WR - IND ,31.60,J. Gaffney WR - DEN ,10.10,S. Smith WR - NYG IR ,7.00,T. Scheffler TE - DET ,12.30,M. Crosby K - GB ,4.00,Colts DEF ,-1.00,R. Mendenhall RB - PIT ,22.80,C. Spiller RB - BUF ,2.50,D. McNabb QB - WAS ,18.90,T. Brady QB - NE ,28.72,A. Johnson WR - HOU ,0.00,J. Witten TE - DAL ,0.00,E. Manning QB - NYG ,17.60,A. Peterson RB - MIN ,0.00,135.64,Dannye Van,153.60
LeMar,2,M. Ryan QB - ATL ,35.42,P. Hillis RB - CLE ,19.00,S. Smith WR - CAR ,3.10,S. Moss WR - WAS ,0.50,R. White WR - ATL ,17.40,C. Cooley TE - WAS ,11.70,M. Nugent K - CIN IR ,5.00,Steelers DEF ,8.00,D. Jackson WR - PHI ,5.10,J. Maclin WR - PHI ,2.50,H. Nicks WR - NYG ,19.00,H. Ward WR - PIT ,3.40,S. Jackson RB - STL ,15.40,A. Rodgers QB - GB ,31.24,F. Gore RB - SF IR ,20.70,P. Thomas RB - NO ,0.00,100.12,bob,100.28
Quinten,5,M. Schaub QB - HOU ,35.78,C. Johnson RB - TEN ,6.40,M. Colston WR - NO ,7.60,W. Welker WR - NE ,15.00,L. Fitzgerald WR - ARI ,12.60,J. Finley TE - GB IR ,13.60,J. Kasay K - CAR ,2.00,Jets DEF ,10.00,K. Moreno RB - DEN ,0.00,R. Meachem WR - NO ,4.30,R. Moss WR - TEN ,0.00,L. Tomlinson RB - NYJ ,30.50,M. Turner RB - ATL ,10.80,B. Jacobs RB - NYG ,13.60,F. Jackson RB - BUF ,2.10,B. Jackson RB - GB ,4.40,102.98,Will,120.38
bob,1,J. Cutler QB - CHI ,-5.32,A. Foster RB - HOU ,33.70,K. Walter WR - HOU ,7.50,A. Boldin WR - BAL ,14.10,B. Lloyd WR - DEN ,22.50,D. Keller TE - NYJ ,18.80,N. Rackers K - HOU ,4.00,Eagles DEF ,5.00,M. Forte RB - CHI ,5.30,J. Charles RB - KC ,0.00,D. Bryant WR - DAL IR ,0.00,T. Romo QB - DAL IR ,0.00,S. Holmes WR - NYJ ,0.00,B. Celek TE - PHI ,11.70,N. Kaeding K - LAC ,9.00,Chiefs DEF ,0.00,100.28,LeMar,100.12
