Owner,Rank,QB,Points,RB,Points,WR,Points,WR,Points,WR,Points,TE,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Will,2,P. Manning QB - IND ,41.40,B. Jacobs RB - NYG ,8.70,D. Bowe WR - KC ,48.00,G. Jennings WR - GB ,16.90,V. Jackson WR - LAC ,0.00,D. Keller TE - NYJ ,8.90,A. Vinatieri K - IND ,2.00,Buccaneers DEF ,8.00,J. Flacco QB - BAL ,41.36,K. Britt WR - TEN ,0.00,A. Collie WR - IND IR ,0.00,S. Rice WR - MIN ,3.00,M. Jones-Drew RB - JAC ,16.20,A. Boldin WR - BAL ,5.70,M. Floyd WR - LAC ,0.00,Packers DEF ,3.00,133.90,Tilly,91.48
Dannye Van,5,D. Brees QB - NO ,37.78,M. Tolbert RB - LAC IR ,19.80,B. White WR - IND ,13.40,C. Johnson WR - DET ,19.60,C. Ochocinco WR - CIN ,8.10,C. Cooley TE - WAS ,9.90,R. Gould K - CHI ,7.00,Ravens DEF ,4.00,J. Charles RB - KC ,22.60,B. Green-Ellis RB - NE ,17.90,L. McCoy RB - PHI ,20.00,P. Harvin WR - MIN ,9.60,T. Owens WR - CIN IR ,4.70,M. Vick QB - PHI ,51.72,A. Gates TE - LAC IR ,8.60,S. Holmes WR - NYJ ,15.40,119.58,LeMar,150.26
Tilly,6,K. Orton QB - DEN ,52.88,D. McFadden RB - LV ,13.50,R. Wayne WR - IND ,9.20,J. Gaffney WR - DEN ,8.90,S. Smith WR - NYG IR ,0.00,T. Scheffler TE - DET ,0.00,M. Crosby K - GB ,5.00,Colts DEF ,2.00,R. Mendenhall RB - PIT ,18.10,C. Spiller RB - BUF ,0.00,D. McNabb QB - WAS ,29.14,T. Brady QB - NE ,57.74,A. Johnson WR - HOU ,20.60,J. Witten TE - DAL ,19.90,E. Manning QB - NYG ,34.94,A. Peterson RB - MIN ,14.00,91.48,Will,133.90
LeMar,1,A. Rodgers QB - GB ,52.86,P. Hillis RB - CLE ,43.40,S. Johnson WR - BUF ,13.80,J. Maclin WR - PHI ,14.70,R. White WR - ATL ,9.90,Z. Miller TE - LV ,1.60,S. Janikowski K - LV ,5.00,Steelers DEF ,9.00,M. Ryan QB - ATL ,35.88,H. Nicks WR - NYG ,0.00,S. Moss WR - WAS ,9.00,S. Jackson RB - STL ,7.60,B. Watson TE - CLE ,8.00,L. Moore WR - NO ,14.90,F. Gore RB - SF IR ,5.20,Titans DEF ,3.00,150.26,Dannye Van,119.58
Quinten,4,B. Roethlisberger QB - PIT ,26.64,C. Johnson RB - TEN ,2.70,M. Colston WR - NO ,16.50,W. Welker WR - NE ,29.00,M. Wallace WR - PIT ,6.30,V. Davis TE - SF ,5.20,J. Kasay K - CAR ,8.00,Jets DEF ,26.00,R. Meachem WR - NO ,6.50,R. Moss WR - TEN ,5.30,L. Tomlinson RB - NYJ ,8.30,M. Schaub QB - HOU ,41.92,M. Turner RB - ATL ,18.40,L. Fitzgerald WR - ARI ,7.70,F. Jackson RB - BUF ,27.30,B. Jackson RB - GB ,6.60,120.34,bob,133.00
bob,3,P. Rivers QB - LAC ,25.10,A. Foster RB - HOU ,30.80,M. Manningham WR - NYG ,15.10,D. Bryant WR - DAL IR ,0.00,B. Lloyd WR - DEN ,23.60,J. Tamme TE - IND ,19.40,D. Carpenter K - MIA ,12.00,Browns DEF ,7.00,D. Jackson WR - PHI ,4.90,M. Austin WR - DAL ,17.50,M. Lewis TE - JAC ,6.60,N. Washington WR - TEN ,1.20,B. Edwards WR - NYJ ,4.00,M. Williams WR - TB ,4.00,J. Scobee K - JAC ,9.00,Bears DEF ,7.00,133.00,Quinten,120.34
